,eventairport_conv,lat,lon
592,devils lake regional,48.114444444444445,-98.90833333333335
593,dexter regional,45.00413888888889,-69.23702777777778
594,dfw airport,32.89694444444444,-97.03805555555556
595,dfw intl. apt,32.89694444444444,-97.03805555555556
596,dickinson municipal,46.79722222222222,-102.80194444444444
597,diego jimenez torres,18.308055555555555,-65.66194444444444
598,dillant hopkins,42.89833333333333,-72.27083333333333
599,dillingham,59.04472222222222,-158.50555555555556
600,dillingham municipal,59.04472222222222,-158.50555555555556
601,dillon,45.25528,-112.5525
602,dillon county,34.44917,-79.36861
603,dodge center,44.018055555555556,-92.83444444444444
604,dodge city regional,37.76305555555555,-99.96555555555555
605,dodge county,43.42638888888889,-88.7038888888889
606,donaldson center,34.75833,-82.37639
607,door county cherryland,44.843611111111116,-87.42166666666667
608,dorval international,45.470555555555556,-73.74083333333333
609,dothan regional,31.32111111111111,-85.44944444444445
610,dotson,32.1275,-81.20222222222222
611,double eagle ii,35.14527777777778,-106.79527777777777
612,dougherty,31.535555555555558,-84.19444444444444
613,douglas,35.21388888888889,-80.94305555555556
614,douthitt strip,32.788888888888884,-115.52972222222222
615,downtown airpark,40.58833,-105.04167
616,doylestown,40.33305555555556,-75.12194444444444
617,drake,8.71888888888889,-83.64166666666668
618,draughon miller central texas regional,31.151944444444442,-97.40777777777778
619,driggs reed memorial,43.7425,-111.0975
620,dubois regional,41.17833333333333,-78.89861111111112
621,dubuque regional,42.401944444444446,-90.70944444444444
622,ducote airpark,36.151111111111106,-5.349722222222222
623,dulles airport international,38.94444444444444,-77.45583333333333
624,duluth international,46.842222222222226,-92.19361111111111
625,dunsmuir municipal mott,41.26306,-122.27222
626,dupage,41.90694444444444,-88.24833333333333
627,durango la plata,37.15138888888889,-107.7538888888889
628,durant regional eaker field,33.94222,-96.39444
629,durham,35.87778,-78.7875
630,dutchess county,41.62667,-73.88417
631,dwight,37.65,-97.43305555555555
632,dyersburg regional,35.99806,-89.40667
633,eagle,64.77806,-141.14972
634,eagle county regional,39.6425,-106.91777777777779
635,eagle lake,39.6425,-106.91777777777779
636,eagle nest ranch,45.3548444,-122.3459194
637,eagle river union,45.93222,-89.26833
638,eagles ridge,33.95,-81.10638888888889
639,early county,33.675555555555555,-117.86833333333333
640,east georgia regional,32.60888888888889,-82.36972222222222
641,east hampton,40.95944444444445,-72.25166666666667
642,east hampton municipal,39.4175,-77.37444
643,east kansas city,39.2975,-94.71388888888889
644,east texas regional,32.38388888888889,-94.71138888888889
645,eastern oregon regional at pendleton,45.69499999999999,-118.84138888888889
646,eastern sierra regional,37.37305555555555,-118.36361111111111
647,eastern slopes regional,43.99111111111111,-70.94777777777779
648,eastern wv regional shepherd field,39.401944444444446,-77.98472222222222
649,easterwood field,30.58861,-96.36389
650,easton newnam field,38.80417,-76.06889
651,eau claire municipal,44.865833333333335,-91.48416666666667
652,echo bay,36.31111111111111,-114.46388888888889
653,echo lake,36.31111111111111,-114.46388888888889
654,edgar county,39.70027777777778,-87.66972222222223
655,edward f johnson,46.3452194,-87.7884694
656,edward f knapp state,44.203611111111115,-72.56222222222222
657,edward g. pitka sr,64.73611111111111,-156.9375
658,edwards,30.289722222222224,-87.67166666666667
659,edwards county,30.289722222222224,-87.67166666666667
660,edwin a. link field,42.20861111111111,-75.97972222222222
661,eek,60.21361,-162.04389
662,effingham county memorial,39.07055555555556,-88.53361111111111
663,ekwok,59.35472222222222,-157.47222222222223
664,el monte,34.086111111111116,-118.03472222222221
665,el monte municipal,34.129444444444445,-117.40166666666667
666,el paso international,31.807222222222222,-106.3775
667,el paso municipal,31.807222222222222,-106.3775
668,el reno regional,35.47278,-98.00583
669,elizabethton municipal,36.37111111111111,-82.17333333333333
670,elizabethtown municipal,44.63944444444444,-75.75027777777778
671,elk city regional business,35.4307778,-99.3942778
672,elk grove,38.39222,-121.33083
673,elkhart morton county,37.00083,-101.88
674,elkhart municipal,41.71944,-86.00333
675,elko regional,40.825,-115.79166666666667
676,ellington field,29.607222222222223,-95.1588888888889
677,elliotts landing,45.470555555555556,-73.74083333333333
678,ellis,34.82916666666667,-77.61222222222221
679,ells field willits municipal,39.45138888888889,-123.37222222222222
680,elmira corning regional,42.16,-76.89167
681,elmira municipal,42.16,-76.89167
682,emmonak,62.78611,-164.49083
683,emmonak municipal,61.174166666666665,-149.9983333333333
684,emporia municipal,38.330555555555556,-96.18994444444445
685,enid woodring regional,36.37833333333333,-97.78888888888889
686,ennis big sky,45.27444,-111.64889
687,ephrata municipal,47.308055555555555,-119.51694444444445
688,erie county,42.04416666666666,-79.8536111111111
689,erie international tom ridge field,42.08305555555556,-80.18194444444445
690,erie municipal,40.01027777777778,-105.04805555555555
691,ernies airstrip,5.883333333333333,-162.06666666666666
692,esler regional,31.395,-92.29583333333333
693,essex county,40.875277777777775,-74.28138888888888
694,eugene municipal,44.12306,-123.21861
695,eugene's dream,32.73361111111111,-117.18972222222223
696,eugenio maria de hostos,18.255555555555556,-67.14833333333334
697,evansville regional,38.038333333333334,-87.53083333333333
698,everett stewart regional,36.37972222222222,-88.98583333333333
699,express,41.58680555555556,-83.80783333333333
700,fairbanks international,64.815,-147.8563888888889
701,fairfax,39.14806,-94.59972
702,fairfield,47.63444,-111.98083
703,fairways,45.3206778,-122.5512
704,fall river mills,41.01877416666667,-121.43331388888889
705,fall river municipal,41.75,-71.11
706,fallon municipal,39.49917,-118.74889
707,falls international,48.565555555555555,-93.40222222222222
708,fallston,39.5013,-76.4113
709,false pass,54.847500000000004,-163.4102777777778
710,false river regional,30.71833333333333,-91.4786111111111
711,falwell,37.377919444444444,-79.12224444444443
712,far field,46.92056,-96.81556
713,fargo municipal,46.92056,-96.81556
714,farmington,36.74111111111111,-108.23
715,farmington regional,36.74111111111111,-108.23
716,fayette regional air center,29.908055555555553,-96.95
717,fayetteville regional grannis field,34.99111111111111,-78.88027777777778
718,felts field,47.683055555555555,-117.32249999999999
719,fergus falls municipal einar mickelson field,46.28444444444444,-96.15666666666667
720,fernandina beach municipal,30.611944444444447,-81.46111111111111
721,fernando luis ribas dominicci,18.456666666666667,-66.09833333333333
722,ferry county,36.093333333333334,-114.04666666666667
723,festus memorial,38.19499999999999,-90.38555555555556
724,fillmore county,43.67611,-92.17944
725,findlay,41.01194,-83.66861
726,fire island,-29.0425,167.93805555555556
727,first flight,36.01833333333333,-75.6713888888889
728,fisher,45.4126139,-123.136775
729,fisher county,45.4126139,-123.136775
730,five mile,65.92694,-149.84
731,flabob,33.98889,-117.41
732,flagler county,29.467499999999998,-81.2063888888889
733,flagstaff pulliam,35.140277777777776,-111.66916666666667
734,flagstaff pullium,35.140277777777776,-111.66916666666667
735,fleming mason,38.54167,-83.74333
736,fletcher field,34.29972222222222,-90.51222222222222
737,florence regional,34.18527777777778,-79.7238888888889
738,floyd bennett memorial,43.34111111111111,-73.61027777777777
739,floyd w. jones lebanon,37.64833,-92.6525
740,fly high,34.85,-111.78999999999999
741,flying 'o',41.978611111111114,-87.90472222222223
742,flying a,44.827222222222225,-93.45722222222223
743,flying c,33.342222222222226,-97.27
744,flying cloud,44.827222222222225,-93.45722222222223
745,flying d,43.3887278,-123.2220139
746,flying dollar,41.21472222222223,-75.24666666666667
747,flying h ranch,50.453611111111115,-113.74722222222222
748,flying m,45.3620556,-123.355667
749,flying w,39.93427777777777,-74.80725
750,flying x ranch,44.73833,-83.37972
751,fond du lac county,43.77111111111111,-88.48833333333333
752,foothills regional,35.82028,-81.61139
753,forbes field,38.950833333333335,-95.66361111111112
754,ford island municipal,45.30472222222222,-85.27527777777777
755,forest city municipal,43.234722222222224,-93.62416666666665
756,fort atkinson municipal,42.963055555555556,-88.8175
757,fort bridger,32.89694444444444,-97.03805555555556
758,fort collins loveland municipal,40.45194444444445,-105.01138888888889
759,fort dodge regional,42.551111111111105,-94.19194444444445
760,fort lauderdale executive,26.197222222222223,-80.17083333333333
761,fort lauderdale hollywood international,26.072499999999998,-80.15277777777779
762,fort lauderdale international,26.072499999999998,-80.15277777777779
763,fort morgan municipal,40.33388888888889,-103.80416666666666
764,fort scott municipal,37.79833333333333,-94.76944444444445
765,fort stockton municipal,37.89416666666666,-121.23833333333333
766,fort stockton pecos county,30.91525,-102.91277777777778
767,fort sumner municipal,34.48777777777778,-104.21694444444445
768,fort wayne international,40.97833333333333,-85.19527777777778
769,fort worth alliance,32.98777777777778,-97.31888888888888
770,fort worth meacham international,32.81977777777778,-97.36244444444444
771,fort worth spinks,32.56528,-97.30806
772,fort yukon,66.57249999999999,-145.24638888888887
773,foss,43.581944444444446,-96.74194444444444
774,fostoria metropolitan,41.19083,-83.39444
775,four corners regional,36.74111111111111,-108.23
776,fox,45.87,-63.461111111111116
777,fox river,42.75,-88.25083333333333
778,francis s gabreski,40.84361,-72.63167
779,francisco c. ada saipan international,15.11889,145.72944
780,frank sikes,31.73611,-86.26222
781,frank wiley field,46.42805555555555,-105.88611111111112
782,frankfort highland,43.016666666666666,-75.17083333333333
783,frankfort municipal,40.272777777777776,-86.56305555555555
784,franklin county regional,39.972111,-77.64325
785,franklin county state,44.94027777777777,-73.0975
786,franklin field,38.305,-121.42972222222222
787,franklin municipal john beverly rose,36.69806,-76.90389
788,frederick regional,34.35222,-98.98389
789,fredrick municipal,37.61888888888889,-122.375
790,freeman municipal,38.92527777777777,-85.90694444444445
791,freeport,26.558611111111112,-78.69555555555556
792,freeport international,26.558611111111112,-78.69555555555556
793,freeway,38.94138888888889,-76.7725
794,fremont,41.33306,-83.16111
795,french lick municipal,38.50611,-86.63694
796,french valley,33.57416666666667,-117.1286111111111
797,fresno chandler executive,36.73222222222223,-119.82027777777778
798,fresno yosemite international,36.776666666666664,-119.71888888888888
799,friedman memorial,43.50388888888889,-114.29555555555555
800,front range,39.78527777777778,-104.54305555555555
801,front royal warren county,38.9175,-78.25333333333333
802,ft atkinson municipal,37.44944444444444,-94.73111111111112
803,ft myers municipal,44.72944444444445,-96.26611111111112
804,ft polk municipal,27.943333333333335,-81.78333333333333
805,ft scott municipal,37.79833333333333,-94.76944444444445
806,ft wainwright municipal,52.830555555555556,-111.10055555555554
807,ft wayne municipal,33.675555555555555,-117.86833333333333
808,ft. lauderdale,26.072499999999998,-80.15277777777779
809,ft. lauderdale hollywood,26.072499999999998,-80.15277777777779
810,fullerton municipal,33.8720139,-117.9797833
811,fulton,36.52583,-88.91556
812,fulton county airport brown field,33.77916666666667,-84.5213888888889
813,g. v. montgomery,32.35444444444445,-89.48777777777778
814,gage,36.29555555555555,-99.77638888888889
815,gainesville municipal,33.65138888888889,-97.19694444444445
816,gainesville regional,29.69,-82.27166666666666
817,galbraith lake,68.47972,-149.49
818,gallia meigs regional,38.83411111111111,-82.16343055555556
819,galveston,40.58417,-86.25694
820,garden city regional,37.927499999999995,-100.72444444444444
821,garden county,39.83056,-75.76972
822,garfield county regional,39.526049,-107.725752
823,garner field,29.21139,-99.74361
824,gary chicago international,41.61638888888889,-87.41277777777778
825,gaston,36.34916666666667,-92.55583333333333
826,gaston municipal,35.20277777777778,-81.14972222222222
827,gastons,36.34916666666667,-92.55583333333333
828,gatlinburg pigeon forge,35.85778,-83.52861
829,gatwick international,51.14805555555556,-0.19027777777777777
830,gaylord regional,45.01305555555555,-84.70333333333333
831,geauga county,41.450833333333335,-81.07083333333333
832,general dewitt spain,35.20055555555556,-90.05388888888889
833,general downing peoria international,40.66416666666667,-89.69333333333334
834,general edward lawrence logan international,42.363055555555555,-71.00638888888889
835,general mitchell international,42.94722,-87.89667
836,george bush intercontinental houston,29.984444444444446,-95.34138888888889
837,george downer,33.10638888888889,-88.19777777777779
838,george t lewis,29.13417,-83.05056
839,george west municipal,37.09055555555556,-113.59305555555555
840,georgetown county,33.311388888888885,-79.32027777777778
841,georgetown scott county marshall field,38.23444,-84.43472
842,gerald r. ford international,42.880833333333335,-85.52277777777778
843,giddings lee county,30.16916666666667,-96.98
844,gila bend municipal,32.9603,-112.6741
845,gila river memorial,33.2433833,-111.9158639
846,gilbert,28.06278,-81.75333
847,gilbert field,46.78861111111111,-90.75861111111111
848,gillespie county,30.243333333333336,-98.90916666666668
849,gillette campbell county,44.348888888888894,-105.53944444444444
850,gilmer county,34.2725,-83.83027777777778
851,girdwood,60.96611111111111,-149.12583333333333
852,glacier park international,48.31056,-114.25611
853,gladwin municipal,18.495,-67.12944
854,gladwin zettel memorial,43.970555555555556,-84.47500000000001
855,glasgow industrial,48.42111,-106.52778
856,glasgow international,55.871944444444445,-4.433055555555556
857,glendale municipal,33.526944444444446,-112.295
858,glendive municipal,47.706944444444446,-104.19250000000001
859,godman aaf,34.18527777777778,-79.7238888888889
860,gogebic iron county,46.527499999999996,-90.13138888888888
861,golden triangle regional,33.44833333333333,-88.59138888888889
862,goldfield ranch,37.49194444444444,-117.18833333333333
863,golovin,64.55055555555555,-163.00722222222223
864,goodnews,59.1175,-161.5775
865,goodyear municipal,33.42805555555555,-112.37444444444444
866,goshen municipal,41.52638888888889,-85.79416666666667
867,gowen field,43.56444444444444,-116.22277777777778
868,graham,59.34833,-151.83167
869,graham field,42.54028,-96.485
870,granbury regional,32.44444444444444,-97.81694444444445
871,grand canyon national park,35.95222,-112.14694
872,grand junction regional,39.1225,-108.52666666666667
873,grand marais cook county,47.83833,-90.38306
874,grand strand,33.81167,-78.72389
875,grant co international,47.20861111111111,-119.31916666666666
876,grantsburg municipal,45.79806,-92.66444
877,gratiot community,43.32222,-84.68806
878,gray butte field,34.56639,-117.67028
879,grayling,62.89444,-160.065
880,great bend municipal,38.344166666666666,-98.85916666666667
881,great falls international,47.48277777777778,-111.37055555555555
882,greater binghamton edwin a link field,42.20861111111111,-75.97972222222222
883,greater cumberland regional,39.61555555555556,-78.76083333333334
884,greater kankakee,41.07138888888889,-87.84638888888888
885,greater portsmouth regional,38.84055555555556,-82.84722222222221
886,greater rochester international,43.11888888888889,-77.6725
887,greeley weld county,40.4375,-104.63305555555554
888,greenbrier valley,37.858333333333334,-80.39944444444446
889,greene county lewis a. jackson regional,39.69111,-83.99194
890,greene county regional,33.59777777777778,-83.1388888888889
891,greeneville greene county municipal,36.19305555555555,-82.815
892,greensboro municipal,32.68139,-87.66222
893,greensboro north,36.25611,-79.91333
894,greensburg jeannette regional,40.37638888888889,-79.60888888888888
895,greensburg municipal,39.32694444444445,-85.5225
896,greenville downtown,34.84805555555556,-82.35
897,greenville international,34.89556,-82.21889
898,greenville spartanburg,34.89556,-82.21889
899,greenville spartanburg international,34.89556,-82.21889
900,greenwood county,34.24861111111111,-82.15916666666668
901,greenwood leflore,33.49417,-90.08472
902,greg's flying service,42.212500000000006,-83.35333333333332
903,griffing sandusky,41.43333,-82.65222
904,griffiss international,43.23389,-75.40694
905,grinnell regional,41.709722222222226,-92.73583333333333
906,griswold,41.27111111111111,-72.54972222222221
907,grosse ile municipal,42.09916666666667,-83.1613888888889
908,groton new london,41.330000000000005,-72.045
909,grove city,41.146027777777775,-80.16775
910,guadalajara international,20.52167,-103.31111
911,guam international,13.48389,144.79722
912,gulfport biloxi international,30.40722222222222,-89.07
913,gulkana,62.155,-145.45444444444442
914,gulkana municipal,61.174166666666665,-149.9983333333333
915,gunnison crested butte regional,38.53388888888889,-106.93305555555555
916,guntersville municipal,34.39944444444444,-86.27027777777778
917,gustavus,58.42527777777777,-135.70749999999998
918,guthrie edmond regional,35.85138888888889,-97.41611111111112
919,guthrie municipal,35.85138888888889,-97.41611111111112
920,gwinnett county briscoe field,33.97805555555556,-83.9625
921,h l sonny callahan,30.46056,-87.87694
922,haddock field,-6.147222222222223,106.85
923,hadley,38.69416666666666,-117.14666666666668
924,hagerstown,39.88917,-85.16333
925,hagerstown regional richard a henson field,39.70861111111111,-77.72638888888889
926,hahn,49.94833333333333,7.264166666666667
927,haigh field,39.721111111111114,-122.14666666666668
928,haines,59.24388888888889,-135.52361111111114
929,hale county,34.16888888888889,-101.71583333333334
930,half moon bay,37.513333333333335,-122.50111111111111
931,halifax county,36.43944444444444,-77.70944444444444
932,hall miller municipal,33.1025,-94.19500000000001
933,halliburton field,34.47083333333334,-97.96000000000001
934,halls crossing municipal,52.308055555555555,4.764166666666667
935,hammond northshore regional,30.521666666666665,-90.41833333333334
936,hampton,40.95944444444445,-72.25166666666667
937,hampton airfield,51.382777777777775,-2.7191666666666667
938,hampton roads executive,36.780277777777776,-76.44888888888889
939,hana,20.795555555555556,-156.01444444444445
940,hancock county bar harbor,44.44972222222222,-68.36166666666666
941,hannibal regional,39.72528,-91.44389
942,hanover county municipal,37.70888888888889,-77.4363888888889
943,hardy anders field natchez adams county,31.61361,-91.29722
944,harford county,39.5668,-76.2024
945,harrell field,33.62277777777778,-92.76333333333334
946,harriman and,42.69583333333333,-73.17027777777778
947,harris,36.248111111111115,-120.23847222222223
948,harris county,32.84056,-84.8825
949,harris ranch,36.248111111111115,-120.23847222222223
950,harrisburg international,40.19305555555555,-76.76333333333334
951,harrisburg municipal,40.19305555555555,-76.76333333333334
952,harrison,39.259166666666665,-84.77444444444444
953,harry p williams memorial,29.709444444444443,-91.33888888888889
954,harry stern,46.24417,-96.60722
955,hartford brainard,41.736666666666665,-72.64944444444446
956,hartford municipal,43.34916666666667,-88.3913888888889
957,hartselle morgan county regional,34.40833,-86.93306
958,hartsfield jackson atlanta international,33.63666666666666,-84.42805555555556
959,hartsville regional,34.40306,-80.11917
960,harvard state,40.65138888888889,-98.07972222222222
961,harvey municipal,41.80555555555555,-107.2
962,harvey young,36.13916666666667,-95.825
963,hattiesburg bobby l chain municipal,31.265,-89.25277777777778
964,hattiesburg laurel regional,31.46722222222222,-89.33694444444444
965,havre city county,48.543055555555554,-109.76222222222222
966,hawkins,32.334722222222226,-90.2225
967,hawkins county,36.4575,-82.885
968,hawkins field,32.334722222222226,-90.2225
969,hawthorne industrial,38.544444444444444,-118.63416666666667
970,hays regional,38.842222222222226,-99.27305555555556
971,haysfield,39.233333333333334,-76.93333333333334
972,hayward executive,37.65888888888889,-122.12166666666666
973,hazleton municipal,40.98667,-75.995
974,healdsburg municipal,38.65361111111111,-122.89944444444446
975,heart of georgia regional,32.21638888888889,-83.1286111111111
976,heathrow,51.4775,-0.4613888888888889
977,heathrow international,51.4775,-0.4613888888888889
978,hector international,46.92056,-96.81556
979,hector municipal,46.92056,-96.81556
980,helena regional,46.60666666666667,-111.98277777777778
981,hemet ryan,33.73388888888889,-117.0225
982,henderson city county,37.80778,-87.68556
983,henderson executive,35.97278,-115.13444
984,henry e rohlsen,17.704444444444444,-64.80166666666666
985,henry tift myers,31.42888888888889,-83.48861111111111
986,herington regional,38.69472222222222,-96.80805555555555
987,heritage field,40.239444444444445,-75.55666666666666
988,herlong recreational,30.27777777777778,-81.80583333333333
989,herron,40.53306,-80.54111
990,hesler noble field,31.673055555555557,-89.17277777777778
991,hibbing municipal,47.38666666666666,-92.83888888888889
992,hickory regional,35.74111111111111,-81.38944444444445
993,hidden river,27.30222,-82.27278
994,highland,43.016666666666666,-75.17083333333333
995,highland county,39.18861,-83.53861
996,hilltop,43.3220889,-123.17665
997,hilo international,19.720277777777778,-155.04833333333332
998,hinckley,41.77083,-88.70333
999,hinde,18.495,-67.12944
1000,hobart regional,34.99138888888889,-99.05138888888888
1001,hobart sky ranch,41.55417,-87.2625
1002,hollands international field,32.73361111111111,-117.18972222222223
1003,holly springs marshall county,34.80444444444444,-89.52111111111111
1004,holmes county,40.53722222222222,-81.95444444444445
1005,homer,59.64556,-151.47667
1006,homer beluga lake,59.64556,-151.47667
1007,homer municipal,29.336944444444445,-98.47111111111111
1008,homestead general aviation,25.500555555555554,-80.55555555555556
1009,hong kong international,22.30888888888889,113.91444444444446
1010,honlulu international,21.31861111111111,-157.92249999999999
1011,honolulu international,21.31861111111111,-157.92249999999999
1012,hoonah,58.096111111111114,-135.40972222222223
1013,hooper bay,61.52389,-166.14667
1014,hopkins,41.41166666666666,-81.84972222222221
1015,hopkinsville christian county,36.85694,-87.455
1016,horseshoe bend,32.57277777777778,-97.87249999999999
1017,hot springs municipal,43.36833,-103.38833
1018,houghton county memorial,47.16833333333333,-88.48916666666666
1019,houlton international,46.12305555555555,-67.79194444444444
1020,houma terrebonne,29.56638888888889,-90.66055555555556
1021,houston executive,29.805,-95.89778
1022,houston memorial,29.984444444444446,-95.34138888888889
1023,houston southwest,29.50611111111111,-95.47694444444444
1024,howlton municipal,33.88638888888889,-89.02305555555556
1025,humacao,18.138055555555557,-65.80083333333333
1026,humphreys county,36.11666666666667,-87.73805555555556
1027,hunt,27.886944444444445,-97.34833333333333
1028,hunter municipal,43.86083333333333,-79.36861111111111
1029,huntingburg,38.24888888888889,-86.95361111111112
1030,huntsville international carl t jones field,34.63722222222222,-86.775
1031,huron county memorial,43.78028,-82.98556
1032,huron regional,44.38527777777778,-98.2286111111111
1033,husband field,35.21944444444445,-101.70583333333333
1034,huslia,65.70194444444445,-156.38722222222222
1035,hutchinson county,35.700833333333335,-101.39361111111111
1036,hutchinson municipal butler field,44.86,-94.3825
1037,hyannis municipal,41.66944,-70.28028
1038,icy bay,59.96888888888889,-141.66166666666666
1039,idaho falls regional,43.51361111111111,-112.07083333333333
1040,igor i sikorsky memorial,41.163333333333334,-73.1261111111111
1041,iliamna,59.75389,-154.91083
1042,iliamna municipal,61.174166666666665,-149.9983333333333
1043,illinois valley,42.103611111111114,-123.6825
1044,illinois valley regional walter a duncan field,41.35194444444445,-89.15305555555557
1045,immokalee regional,26.433888888888887,-81.40138888888889
1046,imperial county,32.83416666666667,-115.5786111111111
1047,incheon international,37.46333333333334,126.44
1048,indian creek usfs,44.76111111111111,-115.10722222222222
1049,indiana county jimmy stewart field,40.632222222222225,-79.10555555555555
1050,indianapiolis international,39.717222222222226,-86.29444444444444
1051,indianapolis executive,40.03056,-86.25139
1052,indianapolis international,39.717222222222226,-86.29444444444444
1053,indianapolis metropolitan,39.93527777777778,-86.045
1054,indianapolis municipal,39.717222222222226,-86.29444444444444
1055,indianapolis regional,39.843611111111116,-85.89694444444446
1056,indianpolis international,39.717222222222226,-86.29444444444444
1057,international f international,40.63972222222222,-73.77888888888889
1058,international f municipal,40.63972222222222,-73.77888888888889
1059,inyokern,35.65861111111111,-117.82944444444443
1060,ionia county,42.937777777777775,-85.06055555555555
1061,iosco county,44.45167,-83.39417
1062,iowa city municipal,41.63916666666667,-91.54638888888888
1063,iowa county,42.886944444444445,-90.23666666666666
1064,ithaca tompkins regional,42.49138888888889,-76.45861111111111
1065,j. douglas bake memorial.,44.87416666666667,-87.90972222222223
1066,jack brooks regional,29.95083,-94.02056
1067,jack mc namara field,41.780277777777776,-124.23666666666666
1068,jack northrop field hawthorne municipal,33.922777777777775,-118.33527777777778
1069,jackpot hayden field,41.975833333333334,-114.65805555555556
1070,jackson evers international,32.31111,-90.07583
1071,jackson hole,43.60722222222223,-110.73777777777778
1072,jackson hole municipal,43.60722222222223,-110.73777777777778
1073,jackson private,43.60722222222223,-110.73777777777778
1074,jacksonville executive at craig,30.336388888888887,-81.51444444444445
1075,jacksonville international,30.49416666666667,-81.68777777777778
1076,jacksonville municipal,30.42,-81.64
1077,jacqueline cochran regional,33.626666666666665,-116.15972222222223
1078,jacumba,32.61583,-116.16528
1079,jaffrey airport silver ranch,42.80513417,-72.00302194
1080,jake arner memorial,40.8095089,-75.7614964
1081,james m cox dayton international,39.90222222222222,-84.21944444444445
1082,jamestown municipal,46.92972222222222,-98.67833333333334
1083,jamestown regional,46.92972222222222,-98.67833333333334
1084,javika,37.77472,-0.81222
1085,jean airport,-37.67333333333333,144.84333333333333
1086,jefferson city memorial,38.59111,-92.15611
1087,jefferson municipal,30.07027777777778,-94.215
1088,jekyll island,31.074444444444445,-81.42750000000001
1089,jesse viertel memorial,38.946666666666665,-92.68277777777779
1090,jesup wayne county,31.55388888888889,-81.8825
1091,jim hamilton l.b. owens,33.97056,-80.99528
1092,joe foss field,43.581944444444446,-96.74194444444444
1093,john c tune,36.18222222222222,-86.88666666666667
1094,john f kennedy international,40.63972222222222,-73.77888888888889
1095,john h batten,42.760555555555555,-87.81527777777778
1096,john wayne airport orange county,33.675555555555555,-117.86833333333333
1097,johnson,44.91222222222222,-115.48555555555555
1098,johnson county executive,38.847500000000004,-94.7375
1099,johnsons,41.55694,-87.22639
1100,joliet regional,41.51777777777777,-88.17555555555556
1101,jones field,33.613055555555555,-96.17944444444444
1102,jonesboro,32.20194,-92.73306
1103,jonesboro municipal,35.83166666666667,-90.6463888888889
1104,joplin regional,37.151666666666664,-94.49833333333333
1105,jordan,47.32889,-106.95278
1106,joseph state,45.35944,-117.25389
1107,joseph y resnick,41.72777777777778,-74.37722222222222
1108,joslin field magic valley regional,42.48166666666667,-114.48777777777778
1109,jumbolair greystone,29.280277777777776,-82.12472222222222
1110,junction,39.1225,-108.52666666666667
1111,juneau international,58.355000000000004,-134.57638888888889
1112,kahului,20.898611111111112,-156.43055555555554
1113,kake,56.96138888888889,-133.9102777777778
1114,kalaeloa airport,21.307222222222222,-158.07027777777776
1115,kalaeloa john rodgers field,21.307222222222222,-158.07027777777776
1116,kalamazoo battle creek international,42.235,-85.55194444444444
1117,kalamazoo municipal,42.235,-85.55194444444444
1118,kalaupapa,21.211111111111112,-156.97361111111113
1119,kalaupapa municipal,32.69277777777778,-83.64916666666667
1120,kalispell city,48.17861,-114.30361
1121,kalispell municipal,48.31056,-114.25611
1122,kalskag,61.53639,-160.34139
1123,kanab municipal,37.01111,-112.53111
1124,kankakee,41.09638888888889,-87.91055555555556
1125,kankakee municipal,40.45194444444445,-105.01138888888889
1126,kansas city international,39.2975,-94.71388888888889
1127,kansas city municipal,39.12305555555555,-94.59277777777777
1128,karluk,57.566111111111105,-154.45388888888888
1129,kasigluk,60.87333,-162.52444
1130,kayenta,36.71638888888889,-110.22833333333334
1131,kearney regional,40.72694444444445,-99.00666666666666
1132,keene municipal,43.626111111111115,-72.30416666666666
1133,keller brothers,40.29152777777777,-76.32875
1134,kelly,32.84916666666667,-91.4038888888889
1135,kenai municipal,60.57333333333334,-151.2447222222222
1136,kendall tamiami executive,25.647777777777776,-80.43277777777779
1137,kendallville municipal,41.47277777777778,-85.26138888888889
1138,kennedy airfield,40.63972222222222,-73.77888888888889
1139,kenneth copeland,32.9825,-97.48611111111111
1140,kenosha regional,42.59556,-87.92778
1141,kent county,42.880833333333335,-85.52277777777778
1142,kern field,35.43388888888889,-119.05777777777777
1143,kern valley,35.72833333333333,-118.41972222222223
1144,kerrville municipal louis schreiner field,29.976666666666667,-99.08555555555554
1145,ketchikan international,55.35416666666667,-131.7111111111111
1146,key field,32.3325,-88.75194444444445
1147,key west,24.55611111111111,-81.75944444444444
1148,key west international,24.55611111111111,-81.75944444444444
1149,keystone airpark,29.84472222222222,-82.0475
1150,kickapoo downtown,33.86056,-98.49028
1151,king city municipal,47.49306,-122.21583
1152,king cove,55.11639,-162.26611
1153,king salmon,58.67638888888889,-156.6486111111111
1154,kingdom field,32.73361111111111,-117.18972222222223
1155,kipnuk,59.93306,-164.03056
1156,kirksville regional,40.093333333333334,-92.545
1157,kirsch municipal,18.495,-67.12944
1158,kissimmee,28.289722222222224,-81.43722222222223
1159,kissimmee gateway,28.289722222222224,-81.43722222222223
1160,kivalina,67.73611,-164.56361
1161,klamath falls,42.15611111111111,-121.73305555555555
1162,klawock,55.57917,-133.07611
1163,kleberg county,27.55083,-98.03083
1164,knape,42.74278,-86.10778
1165,knapp,44.203611111111115,-72.56222222222222
1166,knox,44.059999999999995,-69.09916666666666
1167,knox county,40.32889,-82.52611
1168,knox county regional,44.059999999999995,-69.09916666666666
1169,knoxville downtown island,35.96388888888889,-83.8736111111111
1170,knoxville international,35.81111111111111,-83.99388888888889
1171,knoxville municipal,41.299166666666665,-93.11361111111111
