airportcode_new,airportname_new,year,month, Investigation Type _ Accident , Investigation Type _ Incident 
3Y4,WOODBINE,1997,05,1,0
3Z1,FEATHER RIVER,1985,09,1,0
40AK,Sterling Air Park,2011,02,1,0
40AK,Sterling Air Park,2011,07,1,0
40C,WATERVLIET,1983,03,1,0
40C,WATERVLIET MUNI,1994,06,1,0
40C,WATERVLIET MUNI,2017,06,1,0
40C,WATERVLIET MUNICIPAL,1999,08,1,0
40D,THREE LAKES MU.,1984,07,1,0
40D,Three Lakes Municipal Airport,2008,09,1,0
40D,Three Lakes Municipal Airport,2012,07,1,0
40G,Three Lakes Marina,2009,11,1,0
40G,VALLE,1996,06,1,0
40G,VALLE,1996,11,1,0
40G,Valle Airport,2000,05,1,0
40G,Valle Airport,2004,05,1,0
40G,Valle Airport,2006,11,1,0
40G,Valle Airport,2008,03,1,0
40G,Valle Airport,2011,11,1,0
40G,Valle Airport,2013,06,1,0
40I,RED STEWART AIRFIELD,2000,04,1,0
40I,RED STEWART AIRPORT,1999,11,1,0
40I,Red Stewart Airfield,2018,08,1,0
40I,WAYNESVILLE,1988,07,1,0
40I,WAYNESVILLE,1989,12,1,0
40I,WAYNESVILLE,1992,06,1,0
40J,PERRY-FOLEY,1992,02,1,0
40J,PERRY-FOLEY,2013,03,1,0
40J,Perry-Foley,2006,05,1,0
40MT,Silver Creek Airport,2014,06,1,0
40PN,Eagles Mere Field Airport,2010,08,1,0
40U,MANILA,1987,08,1,0
40X,RYBOLT RANCH,1988,10,1,0
40XS,Breakaway Park Airport,2001,01,1,0
40XS,Breakaway Park Airport,2009,09,1,0
41A,REEVES AIRPORT,1999,05,1,0
41A,Reeves,2001,11,1,0
41C,WAYLAND,1986,11,1,0
41C,WAYLAND,1998,05,1,0
41C,WAYLAND MUNI.,1983,09,1,0
41F,FLOYDADA MUNI,2017,04,1,0
41F,Floydada Municipal,2007,09,1,0
41KS,HIGHLINE,1988,10,1,0
41N,Braceville,2008,06,1,0
41N,F & F AIRPARK,1984,08,1,0
41N,F&F AIRPARK,1987,10,1,0
42A,John E. Miller Field,2012,12,1,0
42A,MELBOURNE MUNICIPAL ARPT,2006,05,1,0
42A,Melbourne Municipal,2002,03,1,0
42B,GOODSPEED,1983,10,1,0
42B,GOODSPEED,1985,04,2,0
42B,GOODSPEED,1990,02,1,0
42B,GOODSPEED,1992,09,1,0
42B,GOODSPEED,1994,05,1,0
42B,GOODSPEED,2015,08,1,0
42B,GOODSPEED,2016,07,1,0
42B,GOODSPEED,2019,05,1,0
42B,GOODSPEED AIRPORT,1999,06,1,0
42B,GOODSPEED AIRPORT,2000,03,1,0
42B,Goodspeed,2010,05,1,0
42B,Goodspeed Airport,2008,09,1,0
42C,WHITE CLOUD,1982,05,1,0
42C,WHITE CLOUD,1988,08,1,0
42C,WHITE CLOUD,1990,05,1,0
42C,WHITE CLOUD,1990,07,1,0
42C,WHITE CLOUD,2005,07,1,0
42CN,Peg Field Airport,2007,08,1,0
42I,PARR,1994,03,1,0
42I,PARR,1995,03,1,0
42I,PARR,2016,05,1,0
42I,PARR AIRPORT,1999,07,1,0
42I,PARR AIRPORT,1999,08,1,0
42I,Parr Airport,2013,08,1,0
42J,KEYSTONE AIRPARK,1988,07,1,0
42J,KEYSTONE AIRPARK,1989,05,1,0
42J,KEYSTONE AIRPARK,1991,06,2,0
42J,KEYSTONE HEIGHTS,1984,04,1,0
42J,Keystone Height Airstrip,2004,03,1,0
42J,Keystone Heights,2007,08,1,0
42KY,Pirates Cove Airport,2006,11,1,0
42KY,Pirates Cove Airport,2008,08,1,0
42M,THAYER MEMORIAL,1982,03,1,0
42NC,Spring Paths Airport,2004,08,1,0
42PA,BEAR CRIK AIRSTRIP,1997,06,1,0
42S,POPLAR,1984,08,1,0
42U,MORGAN CO.,1990,04,1,0
42U,MORGAN COUNTY,1990,05,1,0
42U,MORGAN COUNTY,1991,05,1,0
42U,MORGAN COUNTY,1992,08,1,0
42U,MORGAN COUNTY,1998,02,1,0
42U,MORGAN COUNTY,2001,03,1,0
42U,MORGAN COUNTY,2004,06,1,0
42U,MORGAN MUNI,1989,04,1,0
42U,MORGAN MUNICIPAL,1987,04,1,0
42U,Morgan County,2001,08,1,0
42U,Morgan County,2010,07,1,0
42U,Morgan County,2012,11,1,0
42U,Morgan County,2019,04,1,0
42U,Morgan County Airport,2007,08,1,0
42U,Morgan County Airport,2013,09,1,0
42V,Jones Airport,2003,05,1,0
42VA,VIRGINIA BEACH,2017,10,1,0
43A,MONTGOMERY CO.,1985,09,1,0
43A,MONTGOMERY COUNTY,1998,12,1,0
43AK,Kalmbach Strip,2004,10,1,0
43CO,KOSTROSKI,1997,07,1,0
43D,Odessa Municipal Airport,2011,06,2,0
43G,LARSEN AIRPARK,1982,07,1,0
43G,LARSEN FIELD,1993,10,1,0
43G,LARSON,1986,06,1,0
43NC,BAHNSON,2014,07,1,0
43NC,BAHNSON,2015,05,1,0
43NC,BAHNSON,2017,07,1,0
43NC,Bahson Gliderport,2012,05,1,0
43TX,Mid Valley Dusters,2003,01,1,0
43WI,Eagle Ridge Ultralight Flightp,2012,09,1,0
43Y,NORTHOME,1983,03,1,0
44A,ROLLE FIELD,1993,06,1,0
44AK,WEST PAPOOSE LAKE AIRPARK,2018,08,1,0
44B,Charles Chase Jr. Memorial,2006,02,1,0
44B,DOVER/FOXCROFT,1992,09,1,0
44C,BELOIT,1983,02,1,0
44C,Beloit,2018,08,1,0
44G,BETZ,1990,08,1,0
44M,TENKILLE LAKE,1987,06,1,0
44M,TENKILLER LAKE,1993,07,1,0
44M,Tenkiller,2014,04,1,0
44M,Tenkiller Lake,2013,06,1,0
44M,Tenkiller Lake Airpark,2009,06,1,0
44MN,BARTSCH,1987,08,1,0
44N,SKY ACRES,1983,02,1,0
44N,SKY ACRES,1983,04,1,0
44N,SKY ACRES,1983,06,1,0
44N,SKY ACRES,1984,07,1,0
44N,SKY ACRES,1984,11,1,0
44N,SKY ACRES,1985,11,1,0
44N,SKY ACRES,1987,10,1,0
44N,SKY ACRES,1988,05,1,0
44N,SKY ACRES,1988,09,1,0
44N,SKY ACRES,1993,12,1,0
44N,SKY ACRES,1995,02,1,0
44N,SKY ACRES,1996,11,1,0
44N,SKY ACRES,1998,09,1,0
44N,SKY ACRES,2015,10,1,0
44N,SKY ACRES,2017,04,1,0
44N,SKY ACRES AIRPORT,1999,07,1,0
44N,SKY ACRES AIRPORT,2001,11,1,0
44N,Sky Acres,2010,04,1,0
44N,Sky Acres,2018,09,2,0
44N,Sky Acres,2019,08,1,0
44N,Sky Acres Airport,2004,11,1,0
44N,Sky Acres Airport,2007,02,1,0
44N,Sky Acres Airport,2008,08,1,0
44N,Sky Acres Airport,2010,03,1,0
44N,Sky Acres Airport,2011,04,1,0
44TE,SHIRLEY WILLIAMS,2015,07,1,0
44TE,Shirley Williams,2019,04,1,0
44TE,Shirley Williams Airport,2012,09,1,0
44U,SALINA-GUNNISON,1990,06,1,0
44U,SALINA-GUNNISON,1993,11,1,0
44U,SALINA-GUNNISON AIRPORT,2000,05,1,0
45G,BRIGHTON,1985,03,1,0
45G,BRIGHTON,2003,07,1,0
45G,BRIGHTON FIELD,1988,02,1,0
45G,BRIGHTON FIELD,1997,07,1,0
45G,Brighton Airport,2007,04,1,0
45G,Brighton Airport,2009,05,1,0
45G,Brighton Airport,2009,08,1,0
45G,Brighton Airport,2012,09,1,0
45G,HYNE FIELD,1988,04,1,0
45IN,Aerobatic Practice Airport,2010,12,1,0
45KS,LIEBAU AIRSTRIP,1999,02,1,0
45R,HAWTHORNE FIELD,1987,10,1,0
46CN,CRYSTAL,2014,03,1,0
46CN,CRYSTAL,2015,08,1,0
46CN,CRYSTAL,2016,08,1,0
46CN,Crystal Airport,2005,01,1,0
46CN,Crystal Airport,2006,06,1,0
46CN,Crystal Airport,2007,04,2,0
46CN,Crystal Airport,2009,10,1,0
46CN,Crystal Airport,2009,11,1,0
46D,CARRINGTON MUNI,2018,04,1,0
46D,CARRINGTON MUNICIPAL,1995,07,1,0
46D,CARRINGTON-MATHERY,1987,07,1,0
46D,MATHENY,1984,09,1,0
46II,Porter Memorial Hospital,2005,07,1,0
46N,SKY PARK,1982,05,1,0
46N,SKY PARK,1985,06,1,0
46N,SKY PARK,1998,03,1,0
46N,SKY PARK AIRPORT,1992,11,1,0
46N,SKYPARK,1985,03,2,0
46N,SKYPARK AIRPORT,1997,05,1,0
46NJ,PERL ACRES,1997,05,1,0
46U,ALPINE,1989,07,1,0
46U,ALPINE,2016,03,1,0
46U,Alpine Airport,2013,05,1,0
47G,MAYES AIRPORT,1983,03,1,0
47K,MOUNDRIDGE MUNICIPAL,1983,05,1,0
47N,CENRAL NEW JERSEY REGION,1996,12,1,0
47N,CENTRAL JERSEY AIRPORT,1999,07,1,0
47N,CENTRAL JERSEY REGIONAL,1997,07,1,0
47N,CENTRAL JERSEY REGIONAL,1999,05,1,0
47N,CENTRAL JERSEY RGNL,2014,07,1,0
47N,CENTRAL JERSEY RGNL,2015,09,1,0
47N,Central Jersey Regional,2008,11,1,0
47N,Central Jersey Regional,2011,04,1,0
47N,Central Jersey Regional,2012,09,1,0
47N,Dummy,2002,05,1,0
47N,KUPPER,1984,08,1,0
47N,KUPPER,1987,02,1,0
47N,KUPPER,1988,08,1,0
47N,KUPPER,1990,09,1,0
47N,KUPPER,1992,03,1,0
47N,KUPPER AIRPORT,1991,06,1,0
47N,KUPPER AIRPORT,1994,11,1,0
48A,COCHRAN,1991,02,0,1
48AZ,RIMROCK,2014,08,1,0
48AZ,RIMROCK,2015,12,1,0
48D,CLARE MUNI,1990,05,1,0
48D,CLARE MUNI.,1989,10,1,0
48D,Clare Municipal Airport,2003,02,1,0
48D,Clare Municipal Airport,2013,08,1,0
48GA,Fairview Park Hospital,2019,04,1,0
48I,BRAXON COUNTY,2003,06,1,0
48I,BRAXTON CO,1997,09,1,0
48I,Braxton County,1995,11,1,0
48I,Braxton County Airport,2006,06,1,0
48K,MUNICIPAL,1986,04,1,0
48NC,Morrison Field (private),2005,03,1,0
48S,Harlem Airport,2011,06,1,0
48TE,Powderly,2002,04,1,0
48TX,Tri-County Aereodrome,2008,11,1,0
48X,AIRPORT MANATEE,2000,01,1,0
48X,AIRPORT MANATEE,2015,03,1,0
48X,Airport Manatee,2013,01,1,0
48X,MANATEE,1989,05,1,0
48X,MANATEE,1999,01,1,0
48X,MANATEE AIRPORT,2000,06,1,0
48X,MANATEE COUNTY,1990,12,1,0
48X,MANATEE COUNTY AIRPORT,2001,01,1,0
48X,Manatee,2006,08,1,0
48X,Manatee,2010,01,1,0
48Y,Piney Pinecreek Border,2006,04,1,0
49A,Ellijay Glimer County,2004,06,1,0
49A,GILMER COUNTY,2015,08,1,0
49A,GLIMER CO.,1984,08,1,0
49A,Gilmer County Airport,2008,04,1,0
49B,STURGIS MUNI,2016,02,1,0
49B,Sturgis Municipal Airport,2011,11,1,0
49C,CAMP LAKE,1996,03,1,0
49C,CAMP LAKE,1996,07,1,0
49CN,Rancho Tehama Airport,2015,05,1,0
49G,TINKERBELL,1982,01,1,0
49IL,SHISSLER SEED COMPANY,1988,07,1,0
49N,LUFKER,2015,06,1,0
49N,LUFKER,2018,10,1,0
49N,Lufker Airport,2013,05,1,0
49NY,WESTMORELAND,2015,07,1,0
49NY,Westmoreland,2002,06,1,0
49R,REAL COUNTY,1987,03,1,0
49R,Read County,2013,12,1,0
49R,Real County,2001,05,1,0
49R,Real County,2002,05,1,0
49WA,YELM,1990,03,1,0
49WI,TRI-CENTER,1982,05,1,0
49X,CHEMEUEVI VALLEY,1992,03,1,0
49X,Chemehuevi Valley,2004,07,1,0
4A0,BERRY HILL,1983,02,1,0
4A0,BERRY HILL,1988,04,1,0
4A0,BERRY HILL,1991,08,1,0
4A0,BERRY HILL,1994,02,1,0
4A0,BERRY HILL,2006,10,1,0
4A2,Atmautluak,2001,01,1,0
4A2,Atmautluak,2019,03,1,0
4A3,MCGOWIN,1987,05,1,0
4A4,Cedartown,2009,06,1,0
4A4,Cornelius-Moore Field,2004,04,1,0
4A4,POLK COUNTY AIRPORT- CORNELIUS,2017,10,1,0
4A4,Polk County Airport,2012,04,1,0
4A4,Polk County Airport- Cornelius,2011,04,1,0
4A6,SCOTTSBORO MUNICIPAL,1983,02,1,0
4A6,Scottsboro Municipal,2016,10,1,0
4A6,Scottsboro Municipal Word Fiel,2003,06,1,0
4A9,ISBELL FIELD,1982,12,1,0
4A9,ISBELL FIELD,1988,02,1,0
4A9,ISBELL FIELD,1990,07,1,0
4A9,ISBELL FIELD,1993,04,1,0
4A9,ISBELL FIELD,1995,04,2,0
4A9,ISBELL FIELD,2003,07,1,0
4A9,Isbell Field,2003,04,1,0
4A9,Isbell Field,2005,06,1,0
4AC,COLORADO,1989,05,1,0
4AC,CORONADO,1982,04,1,0
4AC,CORONADO,1982,07,1,0
4AC,CORONADO,1983,07,1,0
4AC,CORONADO,1983,08,1,0
4AC,CORONADO,1984,02,1,0
4AC,CORONADO,1984,06,1,0
4AC,CORONADO,1984,08,1,0
4AC,CORONADO,1985,02,1,0
4AC,CORONADO,1985,11,1,0
4AC,CORONADO,1986,03,1,0
4AC,CORONADO,1986,05,1,0
4AC,CORONADO,1986,08,2,0
4AC,CORONADO,1987,01,1,0
4AC,CORONADO,1987,04,1,0
4AC,CORONADO,1987,08,2,0
4AC,CORONADO,1987,10,1,0
4AC,CORONADO,1988,05,2,0
4AC,CORONADO,1988,08,1,0
4AC,CORONADO,1989,03,1,0
4AC,CORONADO,1989,10,1,0
4AC,CORONADO,1990,06,1,0
4AC,CORONADO,1991,07,1,0
4AC,CORONADO,1992,04,1,0
4AC,CORONADO,1993,03,1,0
4AC,CORONADO,1993,10,1,0
4AC,CORONADO,1993,11,1,0
4AC,CORONADO,1994,10,1,0
4AC,CORONADO,1998,04,1,0
4AC,CORONADO,1998,10,1,0
4AC,CORONADO,2000,05,1,0
4AC,CORONADO,2000,10,1,0
4AC,CORONADO AIR CENTER,1995,10,1,0
4AC,CORONADO AIRPORT,1994,12,1,0
4AC,CORONADO AIRPORT,1995,05,1,0
4AC,CORONADO AIRPORT,1999,01,1,0
4AC,CORONADO AIRPORT,2000,01,1,0
4AC,CORONADO AIRPORT,2000,04,1,0
4AC,CORONADO AIRPORT,2000,08,2,0
4AK6,WOLF LAKE,1999,06,1,0
4AK6,WOLF LAKE,2007,11,1,0
4AK6,Wolf Lake,2007,05,1,0
4AK6,Wolf Lake,2010,06,1,0
4AK6,Wolf Lake Airport,2004,08,1,0
4AK6,Wolf Lake Airport,2009,05,1,0
4AK6,Wolf Lake Airport,2009,09,1,0
4AK9,NAKNEK-TIBBETTS,1997,07,1,0
4AL7,Leon's Landing Airport,2018,06,1,0
4AL9,T W SPEAR MEMORIAL,2018,01,1,0
4AL9,T W Spear Memorial Airport,2008,01,1,0
4AR5,Lawrence Field Gliderport,2004,05,1,0
4AR5,Lawrence Field Gliderport,2006,05,1,0
4AZ7,SAN CARLOS,1996,09,1,0
4AZ7,San Carlos Airport,2011,11,1,0
4AZ8,The Ultralight Strip,2009,07,1,0
4B0,SO. ALBANY,1983,05,1,0
4B0,SO. ALBANY,1986,11,1,0
4B0,South Albany Airport,2014,09,1,0
4B1,DUANESBURG,1983,07,1,0
4B1,DUANESBURG,1985,07,2,0
4B1,DUANESBURG,1987,02,1,0
4B1,DUANESBURG,1996,04,1,0
4B1,DUANESBURG AIRPORT,1999,02,1,0
4B1,Duanesburg Airport,2004,11,1,0
4B6,Ticonderoga Municipal,2004,07,1,0
4B7,SCHROON LAKE,1982,08,1,0
4B7,SCHROON LAKE,1998,09,1,0
4B7,Schroon Lake,2005,07,1,0
4B8,ROBERTSON,1983,03,1,0
4B8,ROBERTSON,1986,01,1,0
4B8,ROBERTSON,1986,07,1,0
4B8,ROBERTSON,1987,02,1,0
4B8,ROBERTSON,1987,08,1,0
4B8,ROBERTSON,1990,08,1,0
4B8,ROBERTSON FIELD,1982,06,1,0
4B8,ROBERTSON FIELD,1992,08,1,0
4B8,ROBERTSON FIELD,1998,03,1,0
4B8,ROBERTSON FIELD,2017,09,1,0
4B8,ROBERTSON FIELD AIRPORT,2000,01,1,0
4B8,Robertson Airport,2004,04,1,0
4B8,Robertson Airport,2012,07,1,0
4B8,Robertson Airport,2018,07,1,0
4B8,Robertson Field,2003,07,1,0
4B8,Robertson Field,2007,06,1,0
4B8,Robertson Field,2013,06,1,0
4B8,Robertson Field Airport,2002,07,1,0
4B8,Robertson Field Airport,2002,08,1,0
4B9,SIMSBURY,1984,04,1,0
4B9,SIMSBURY,1987,01,1,0
4B9,SIMSBURY,1989,12,1,0
4B9,SIMSBURY,1993,05,1,0
4B9,SIMSBURY,2016,05,1,0
4B9,SIMSBURY,2016,08,1,0
4B9,Simsbury Airport,2001,07,1,0
4B9,Simsbury Airport,2011,12,1,0
4B9,Simsbury Airport,2012,11,1,0
4B9,Simsbury Airport,2018,10,1,0
4C1,Flying U Ranch,2009,02,1,0
4C2,WALKER/ROWE WATERLOO,2018,05,1,0
4C4,GIFFORD FIELD,2014,04,1,0
4C4,WINAMAC,1986,11,1,0
4C8,Albia Municipal,2011,06,1,0
4CA2,Funny Farm Airport,2012,10,1,0
4CA4,INDIAN DUNES,1982,07,1,0
4CA7,FREMONT,1989,08,1,0
4CA7,SKY SOARING,1991,09,1,0
4CO2,OWL CANYON,1994,06,1,0
4CO2,Owl Canyon Gliderport,2009,06,1,0
4CO2,Owl Canyon Gliderport,2010,07,1,0
4CO2,Owl Canyon Gliderport,2011,01,1,0
4CO2,Owl Canyon Gliderport,2011,03,1,0
4CO2,Owl Canyon Gliderport,2011,04,1,0
4CO3,SILVER WEST,1996,11,1,0
4D0,ABRAMS,1991,04,1,0
4D0,ABRAMS MUNICIPAL,1999,10,1,0
4D0,Abrams Municipal,2007,06,1,0
4D1,THREE CASTLES,1982,11,1,0
4D1,THREE CASTLES AIRPARK,2001,06,1,0
4D1,Three Castles Airpark,2013,04,1,0
4F1,WESTPORT,2016,06,1,0
4F1,Westport Airport,2005,03,1,0
4F2,PANOLA COUNTY-SHARPE,1988,09,1,0
4F2,Panola County Airport,2003,12,1,0
4F2,Panola County Arpt-Sharpe Fld,2012,08,1,0
4G0,MONROEVILLE,1983,05,1,0
4G0,Pittsburgh-Monroeville Airport,2011,06,1,0
4G1,GREENVILLE,1982,11,1,0
4G1,GREENVILLE MUNI,1983,06,1,0
4G1,GREENVILLE MUNICIPAL,1998,12,1,0
4G1,Greenville Municipal Airport,2005,06,1,0
4G1,Greenville Municipal Airport,2007,07,1,0
4G1,Greenville Municipal Airport,2007,11,1,0
4G2,HAMBURG AIRDROME,1987,09,1,0
4G2,HAMBURG INC,1994,05,1,0
4G2,HAMBURG INC,2016,08,1,0
4G2,HAMBURG INC AIRPORT,1999,07,1,0
4G2,Hamburg Airport,2005,03,1,0
4G2,Hamburg Inc. Airport,2012,07,1,0
4G3,BERLIN AIRPARK,1989,06,1,0
4G3,GREAT LAKES AEROPORT,1982,05,1,0
4G4,ELSER METRO,1988,07,1,0
4G4,YOUNGSTOWN ELSER METRO,1995,09,1,0
4G4,YOUNGSTOWN ELSER METRO,1995,10,1,0
4G4,YOUNGSTOWN ELSER METRO,1999,08,1,0
4G4,YOUNGSTOWN ELSER METRO,2019,05,1,0
4G4,Youngstown Elser Airport,2008,04,1,0
4G4,Youngstown Elser Metro,2004,04,1,0
4G4,Youngstown Elser Metro,2010,12,1,0
4G4,Youngstown Elser Metro Airport,2004,02,1,0
4G5,MONROE COUNTY,1995,05,1,0
4G7,FAIRMONT,1988,03,1,0
4G7,FAIRMONT MUNICIPAL,1983,09,1,0
4G7,Fairmont Municipal Airport,2009,06,1,0
4G7,Fairmont Municipal Airport,2009,09,1,0
4G7,Fairmont Municipal Airport,2015,08,1,0
4G7,Fairmount Municipal,2007,05,1,0
4G8,COLOMBIA,1996,12,1,0
4G8,COLUMBIA,1993,09,1,0
4G8,Columbia,2019,07,1,0
4G8,Columbia Station,2013,12,1,0
4GA6,BEAVERBROOK,1990,04,1,0
4GA8,ARLINGTON,1983,06,1,0
4GA9,Ebeneezer Airport,2012,10,1,0
4I3,KNOX COUNTY,1992,07,1,0
4I3,KNOX COUNTY,2015,03,1,0
4I3,KNOX COUNTY,2015,08,0,1
4I3,Knox County,2018,07,1,0
4I3,Knox County Airport,2002,03,1,0
4I3,Knox County Airport,2002,06,1,0
4I3,Knox County Airport,2003,07,1,0
4I9,MORROW COUNTY,1991,02,1,0
4I9,MORROW COUNTY,1993,10,1,0
4I9,MORROW COUNTY,2004,12,1,0
4I9,Mount Gilead,2004,09,1,0
4IA2,Walker Field,2007,07,1,0
4IA5,ROSE FIELD,1987,04,1,0
4IL3,Thrifty Acres STOLport,2003,08,1,0
4IL5,Frank's Flying Service,2009,06,1,0
4IN8,Culp Farms Airport,2016,09,1,0
4J1,BRANTLEY,1984,07,1,0
4J2,BARRIEN COUNTY,1997,03,1,0
4J5,Quitman Brooks County,2009,08,1,0
4J6,ST MARYS,1987,07,1,0
4J6,ST. MARY'S,1988,07,1,0
4J6,ST. MARYS,1983,04,1,0
4J6,St. Marys Airport,2000,11,1,0
4J6,St. Marys Airport,2003,12,1,0
4K3,LEXINGTON MUNI,2016,10,1,0
4K3,LEXINGTON MUNICIPAL,1982,10,1,0
4K5,OUZINKIE,2002,02,1,0
4K6,BLOOMFIELD MUNI,2005,03,1,0
4K6,BLOOMSFIELD MUNI,1984,04,1,0
4K6,Bloomfield Municipal,2003,11,1,0
4KA,Tununak,2002,02,1,0
4KS1,POLLOCK AIRPORT,1995,09,1,0
4KS7,BUTLER AIRPARK,2019,06,1,0
4LA8,HANKS,1984,09,1,0
4M0,Lake Ann Airway Estates,2011,10,1,0
4M1,Carroll County,2007,07,1,0
4M1,Carroll County Airport,2002,01,1,0
4M2,BOONEVILLE MUNICIPAL,1994,08,1,0
4M3,CARLISLE,1983,04,1,0
4M3,CARLISLE,1991,12,1,0
4M3,CARLISLE MUNICIPAL,1984,08,1,0
4M3,CARLISLE MUNICIPAL,1984,10,1,0
4M3,CARLISLE MUNICIPAL,1985,12,1,0
4M3,CARLISLE MUNICIPAL,1997,07,1,0
4M3,Carlisle Municipal,2011,01,1,0
4M3,Carlisle Municipal Airport,2009,03,1,0
4M7,RUSSELLVILLE-LOGAN COUNTY,1982,03,1,0
4M7,Russellville-Logan County,2007,04,1,0
4M9,CORNING MUNICIPAL,1996,07,1,0
4M9,Corning Municipal Airport,2009,04,1,0
4M9,MUNICIPAL,1986,05,1,0
4MD1,BUNTING'S FIELD,2001,06,1,0
4MD1,BUNTING'S FIELD,2017,07,1,0
4MD1,Bunting's Field,2012,07,1,0
4MO4,LIBERTY LANDING,1989,07,1,0
4N0,Newman's Airport,2010,10,1,0
4N0,Newman's Airport,2014,04,1,0
4N1,GREENWOOD LAKE,1985,02,1,0
4N1,GREENWOOD LAKE,1986,04,1,0
4N1,GREENWOOD LAKE,1986,07,1,0
4N1,GREENWOOD LAKE,1987,06,1,0
4N1,GREENWOOD LAKE,1990,06,1,0
4N1,GREENWOOD LAKE,1992,04,1,0
4N1,GREENWOOD LAKE,1992,11,1,0
4N1,GREENWOOD LAKE,1996,04,1,0
4N1,GREENWOOD LAKE,1996,07,2,0
4N1,GREENWOOD LAKE,1997,12,1,0
4N1,GREENWOOD LAKE,1998,07,1,0
4N1,GREENWOOD LAKE,1998,08,1,0
4N1,GREENWOOD LAKE,1999,05,1,0
4N1,GREENWOOD LAKE,2000,03,1,0
4N1,GREENWOOD LAKE,2000,06,2,0
4N1,GREENWOOD LAKE,2001,07,1,0
4N1,GREENWOOD LAKE,2003,04,1,0
4N1,GREENWOOD LAKE AIRPORT,1999,04,1,0
4N1,GREENWOOD LAKE AIRPORT,2000,08,1,0
4N1,GREENWOOD LAKES,1990,05,1,0
4N1,Greenwood Lake,2002,07,1,0
4N1,Greenwood Lake,2010,04,1,0
4N1,Greenwood Lake,2018,05,1,0
4N1,Greenwood Lake Airport,2002,08,1,0
4N1,Greenwood Lake Airport,2005,02,1,0
4N1,Greenwood Lake Airport,2005,06,1,0
4N1,Greenwood Lake Airport,2005,10,1,0
4N1,Greenwood Lake Airport,2006,08,1,0
4N1,Greenwood Lake Airport,2009,07,1,0
4N1,Greenwood Lake Airport,2010,06,1,0
4N1,Greenwood Lake Airport,2011,07,1,0
4N1,Greenwood Lake Airport,2012,06,1,0
4N1,Greenwood Lake Airport,2014,02,1,0
4N1,"Greenwood Lake, West Milford",2010,12,1,0
4N1,WEST MILFORD,1983,08,1,0
4N2,CHENANGO BRIDGE,1985,09,1,0
4N7,GREENE,1988,03,1,0
4N7,Greene Airport,2011,05,1,0
4N7,Greene Airport,2012,07,1,0
4N7,Greene Airport,2014,09,1,0
4NC5,PRIVATE,1997,07,1,0
4NC6,Cane Creek Airport,2010,08,1,0
4NC8,Buffalo Creek Airport,2008,05,1,0
4NC8,GOODNIGHT,1992,05,1,0
4NC8,GOODNIGHT FIELD,1991,02,1,0
4NC8,GOODNIGHT'S,1990,07,1,0
4NY8,HARRIS HILL,1996,09,1,0
4NY8,HARRIS HILL,2007,07,1,0
4NY8,HARRIS HILL,2008,07,1,0
4O4,MC CURTAIN COUNTY RGNL,2013,02,1,0
4O4,McCurtain County Regional,2010,08,1,0
4OH6,WINGFOOT LAKE BALLOONPORT,1999,10,1,0
4OI8,BROCKER,1995,01,1,0
4OI9,BAISDEN,2006,12,1,0
4OK4,Low Pass,2002,11,1,0
4P3,Flandreau Municipal,2012,08,1,0
4P5,Lac Du Flambeau Lake,2003,05,1,0
4PA1,Saurers Field,2014,08,1,0
4PN5,Brigham Heliport,2012,10,1,0
4PN7,Merritt Field,2015,07,1,0
4R1,I H Bass Jr Memorial Airport,2009,03,1,0
4R1,I.H. BASS JR MEMORIAL,1995,08,1,0
4R3,JACKSON MUNICIPAL,1995,04,1,0
4R3,Jackson Municipal Airport,2002,04,0,1
4R3,WILLIAM STEWART,1999,08,1,0
4R5,MAJOR GILBERT FIELD,2013,06,1,0
4R5,Major Gilbert Field,2014,05,1,0
4R7,EUNICE,2018,04,1,0
4R7,EUNICE AIRPORT,1982,02,1,0
4R9,DAUPHIN ISLAND,1982,06,0,1
4R9,DAUPHIN ISLAND,1983,10,1,0
4R9,DAUPHIN ISLAND,2015,07,1,0
4S1,GOLD BEACH,1989,08,1,0
4S1,GOLD BEACH MUNI,1987,09,1,0
4S1,GOLD BEACH MUNI,2016,02,1,0
4S1,GOLD BEACH MUNICIPAL,1992,05,1,0
4S2,HOOD RIVER,1982,07,1,0
4S2,HOOD RIVER,1982,12,1,0
4S2,HOOD RIVER,1983,06,1,0
4S2,HOOD RIVER,1983,11,1,0
4S2,HOOD RIVER,1984,10,1,0
4S2,HOOD RIVER,1988,05,1,0
4S2,HOOD RIVER,1994,08,1,0
4S2,HOOD RIVER,1997,02,1,0
4S2,HOOD RIVER,2000,06,1,0
4S2,HOOD RIVER,2000,11,1,0
4S2,HOOD RIVER,2006,06,1,0
4S2,HOOD RIVER AIRPORT,1992,05,1,0
4S2,HOOD RIVER AIRPORT,2000,04,1,0
4S2,Hood River,2003,08,1,0
4S2,Hood River,2013,07,1,0
4S2,KEN JERNSTEDT AIRFIELD,2017,06,1,0
4S2,KEN JERNSTEDT AIRFIELD,2018,04,1,0
4S2,KEN JERNSTEDT AIRFIELD,2018,07,1,0
4S2,Ken Jernstedt Airfield,2008,07,1,0
4S2,Ken Jernstedt Airfield,2012,08,1,0
4S4,Skyport,2006,05,1,0
4S4,Skyport Airport,2011,10,1,0
4S5,MCMINNVILLE MUNCP. ARPT.,1984,07,1,0
4S6,TIETON STATE,2016,08,1,0
