airportcode_new,airportname_new,year,month, Investigation Type _ Accident , Investigation Type _ Incident 
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1988,11,9,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1988,12,8,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1989,01,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1989,02,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1989,03,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1989,04,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1989,05,16,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1989,06,21,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1989,07,17,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1989,08,21,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1989,09,16,1
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1989,10,20,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1989,11,6,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1989,12,9,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1990,01,8,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1990,02,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1990,03,11,1
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1990,04,21,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1990,05,23,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1990,06,38,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1990,07,36,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1990,08,31,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1990,09,35,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1990,10,12,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1990,11,10,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1990,12,10,1
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1991,01,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1991,02,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1991,03,5,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1991,04,6,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1991,05,15,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1991,06,16,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1991,07,24,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1991,08,8,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1991,09,13,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1991,10,11,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1991,11,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1991,12,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1992,01,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1992,02,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1992,03,8,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1992,04,8,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1992,05,9,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1992,06,7,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1992,07,9,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1992,08,15,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1992,09,8,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1992,10,5,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1992,11,5,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1992,12,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1993,01,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1993,02,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1993,03,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1993,04,10,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1993,05,6,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1993,06,11,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1993,07,9,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1993,08,12,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1993,09,7,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1993,10,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1993,11,7,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1993,12,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1994,01,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1994,02,6,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1994,03,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1994,04,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1994,05,10,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1994,06,5,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1994,07,15,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1994,08,8,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1994,09,6,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1994,10,5,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1994,11,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1994,12,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1995,01,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1995,03,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1995,04,5,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1995,05,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1995,06,10,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1995,07,10,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1995,08,8,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1995,09,5,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1995,10,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1995,11,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1995,12,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1996,01,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1996,03,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1996,04,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1996,05,5,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1996,06,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1996,07,7,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1996,08,5,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1996,09,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1996,10,9,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1996,12,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1997,01,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1997,03,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1997,04,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1997,05,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1997,06,11,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1997,07,7,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1997,08,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1997,09,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1997,10,6,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1997,12,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1998,01,5,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1998,02,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1998,03,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1998,04,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1998,05,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1998,06,5,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1998,07,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1998,08,7,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1998,09,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1998,10,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1998,11,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1998,12,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1999,01,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1999,02,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1999,03,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1999,04,5,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1999,05,14,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1999,06,9,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1999,07,6,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1999,08,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1999,09,9,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1999,10,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1999,11,5,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",1999,12,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2000,01,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2000,02,5,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2000,03,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2000,04,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2000,05,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2000,06,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2000,07,6,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2000,08,8,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2000,09,5,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2000,10,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2000,11,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2001,01,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2001,02,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2001,03,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2001,04,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2001,05,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2001,06,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2001,07,5,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2001,08,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2001,09,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2001,10,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2001,11,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2001,12,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2002,01,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2002,02,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2002,03,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2002,04,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2002,05,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2002,06,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2002,07,6,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2002,08,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2002,09,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2002,10,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2002,11,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2002,12,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2003,01,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2003,03,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2003,04,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2003,05,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2003,06,5,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2003,07,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2003,08,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2003,09,7,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2003,11,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2003,12,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2004,02,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2004,03,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2004,04,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2004,05,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2004,06,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2004,07,6,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2004,08,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2004,09,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2004,10,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2004,11,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2004,12,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2005,01,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2005,02,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2005,03,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2005,04,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2005,05,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2005,06,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2005,07,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2005,08,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2005,09,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2005,10,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2005,12,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2006,01,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2006,02,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2006,03,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2006,04,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2006,05,6,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2006,06,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2006,07,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2006,08,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2006,09,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2006,10,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2006,11,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2007,01,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2007,03,5,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2007,04,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2007,05,7,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2007,06,5,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2007,07,5,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2007,08,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2007,09,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2007,10,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2007,11,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2007,12,1,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2008,01,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2008,03,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2008,04,2,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2008,05,4,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2008,06,7,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2008,07,3,0
"55328    Tenneco Station One Airport
Name: name, dtype: object","55328    Tenneco Station One Airport
Name: name, dtype: object",2008,08,9,0
