,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From 01/2009 To 01/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,, , 
04/2009,CRQ ,AWP,CA,WE,Towers with Radar,0,560,"3,056",17,"3,633",0,9,6,4,19,0,135,"5,567",36,"5,738",0,216,575,54,845,"5,759",56,"5,815","15,186","16,050"
04/2009,CRW ,AEA,WV,CE,Combined TRACON & Tower with Radar,5,"1,995",849,278,"3,127",1,535,262,56,854,0,289,729,73,"1,091",0,100,299,25,424,426,418,844,"5,062","6,340"
04/2009,CSG ,ASO,GA,ES,Towers with Radar,9,195,805,1,"1,010",0,0,1,1,2,0,5,832,20,857,0,0,10,7,17,961,9,970,"2,837","2,856"
04/2009,CVG ,ASO,KY,CE,Combined TRACON & Tower with Radar,"5,677","13,032",232,1,"18,942",2,11,22,0,35,0,26,57,7,90,0,18,14,1,33,0,0,0,"19,032","19,100"
04/2009,CWA ,AGL,WI,CE,Federal Contract Tower,12,981,95,10,"1,098",0,0,36,0,36,0,42,157,4,203,0,18,81,2,101,68,16,84,"1,385","1,522"
04/2009,CWF ,ASW,LA,CE,Federal Contract Tower,19,5,219,848,"1,091",4,42,70,28,144,0,42,153,74,269,0,430,190,22,642,360,780,"1,140","2,500","3,286"
04/2009,CXY ,AEA,PA,EN,Federal Contract Tower,0,7,442,75,524,21,3,8,13,45,0,0,674,51,725,0,68,94,18,180,434,146,580,"1,829","2,054"
04/2009,CYS ,ANM,WY,WE,Federal Contract Tower,12,328,362,158,860,0,0,0,0,0,2,15,420,283,720,6,0,0,0,6,784,"1,271","2,055","3,635","3,641"
04/2009,DAB ,ASO,FL,ES,Combined TRACON & Tower with Radar,406,203,"5,402",52,"6,063",1,0,57,0,58,0,21,"15,837",17,"15,875",0,15,257,15,287,"9,557",0,"9,557","31,495","31,840"
04/2009,DAL ,ASW,TX,CE,Towers with Radar,"7,637","2,215","3,877",77,"13,806",19,106,269,13,407,0,122,893,53,"1,068",1,584,"1,240",51,"1,876",0,0,0,"14,874","17,157"
04/2009,DAY ,AGL,OH,CE,Combined TRACON & Tower with Radar,"1,632","2,953",588,25,"5,198",1,2,0,0,3,0,21,239,3,263,0,29,21,5,55,42,0,42,"5,503","5,561"
04/2009,DBQ ,ACE,IA,CE,Federal Contract Tower,2,321,454,7,784,0,0,4,0,4,0,25,"1,683",3,"1,711",0,20,22,0,42,"2,038",0,"2,038","4,533","4,579"
04/2009,DCA ,AEA,DC,EN,Towers with Radar,"14,430","8,054",384,74,"22,942",14,8,883,26,931,0,1,103,33,137,0,1,"2,109","1,070","3,180",0,0,0,"23,079","27,190"
04/2009,DEC ,AGL,IL,CE,Federal Contract Tower,0,214,283,28,525,0,0,120,1,121,0,1,972,63,"1,036",0,0,156,2,158,"1,454",77,"1,531","3,092","3,371"
04/2009,DEN ,ANM,CO,WE,Towers with Radar,"37,093","11,702",185,6,"48,986",38,59,53,6,156,23,17,59,2,101,0,9,26,7,42,0,0,0,"49,087","49,285"
04/2009,DET ,AGL,MI,CE,Federal Contract Tower,0,227,620,0,847,0,2,12,0,14,0,3,"1,423",35,"1,461",0,6,951,420,"1,377","2,704",226,"2,930","5,238","6,629"
04/2009,DFW ,ASW,TX,CE,Towers with Radar,"38,496","12,879",359,61,"51,795",100,41,40,26,207,18,62,74,0,154,0,99,251,16,366,0,0,0,"51,949","52,522"
04/2009,DHN ,ASO,AL,ES,Federal Contract Tower,211,39,977,"1,696","2,923",4,0,0,2,6,7,15,907,643,"1,572",0,0,30,6,36,"1,170","2,441","3,611","8,106","8,148"
04/2009,DLH ,AGL,MN,CE,Combined TRACON & Tower with Radar,286,359,608,306,"1,559",0,12,33,6,51,0,74,"1,739",134,"1,947",0,71,226,10,307,"1,488",375,"1,863","5,369","5,727"
04/2009,DPA ,AGL,IL,CE,Towers with Radar,0,798,"1,396",0,"2,194",0,0,32,0,32,0,80,"2,332",3,"2,415",0,0,357,0,357,"1,767",0,"1,767","6,376","6,765"
04/2009,DSM ,ACE,IA,CE,Combined TRACON & Tower with Radar,"1,240","3,008","1,290",163,"5,701",4,11,37,2,54,0,54,588,42,684,0,112,113,10,235,504,134,638,"7,023","7,312"
04/2009,DTN ,ASW,LA,CE,Federal Contract Tower,0,6,406,2,414,0,0,2,0,2,0,6,"1,441",5,"1,452",0,0,10,1,11,"2,365",2,"2,367","4,233","4,246"
04/2009,DTO ,ASW,TX,CE,Federal Contract Tower,0,20,367,2,389,0,0,9,0,9,0,0,"2,878",2,"2,880",0,0,427,0,427,"8,014",0,"8,014","11,283","11,719"
04/2009,DTW ,AGL,MI,CE,Towers with Radar,"18,826","17,721",594,6,"37,147",0,1,0,1,2,0,36,78,4,118,0,0,3,0,3,0,0,0,"37,265","37,270"
04/2009,DVT ,AWP,AZ,WE,Towers with Radar,0,45,548,0,593,0,0,66,0,66,0,364,"11,184",2,"11,550",0,0,439,0,439,"20,614",0,"20,614","32,757","33,262"
04/2009,DWH ,ASW,TX,CE,Towers with Radar,2,182,"1,035",147,"1,366",41,39,9,0,89,0,150,"6,474",64,"6,688",0,18,274,3,295,"11,702",52,"11,754","19,808","20,192"
04/2009,DXR ,ANE,CT,EN,Federal Contract Tower,0,17,204,1,222,0,0,1,0,1,0,118,"2,448",11,"2,577",0,0,218,0,218,"2,779",2,"2,781","5,580","5,799"
04/2009,EAU ,AGL,WI,CE,Federal Contract Tower,2,321,556,22,901,0,0,3,9,12,0,184,877,39,"1,100",0,51,52,14,117,802,26,828,"2,829","2,958"
04/2009,EGE ,ANM,CO,WE,Federal Contract Tower,82,249,347,5,683,0,0,0,0,0,8,23,266,442,739,0,0,24,13,37,278,52,330,"1,752","1,789"
04/2009,ELM ,AEA,NY,EN,Combined TRACON & Tower with Radar,18,738,440,5,"1,201",0,0,6,0,6,0,20,538,30,588,0,0,56,0,56,850,10,860,"2,649","2,711"
04/2009,ELP ,ASW,TX,WE,Combined TRACON & Tower with Radar,"3,154",976,957,461,"5,548",66,23,24,122,235,1,370,"1,409",253,"2,033",1,67,90,381,539,214,120,334,"7,915","8,689"
04/2009,EMT ,AWP,CA,WE,Towers with Radar,0,48,297,0,345,2,0,0,0,2,0,46,"2,586",2,"2,634",0,0,"1,340",10,"1,350","3,647",2,"3,649","6,628","7,980"
04/2009,ENA ,AAL,AK,WE,Federal Contract Tower,31,486,30,6,553,0,1,0,0,1,48,"1,254",472,12,"1,786",0,42,89,2,133,754,240,994,"3,333","3,467"
04/2009,ENW ,AGL,WI,CE,Federal Contract Tower,0,119,325,0,444,0,2,55,0,57,0,22,"1,438",4,"1,464",0,11,181,3,195,"1,759",0,"1,759","3,667","3,919"
04/2009,ERI ,AEA,PA,CE,Combined TRACON & Tower with Radar,4,766,333,65,"1,168",0,12,1,0,13,0,7,394,7,408,0,126,14,10,150,812,82,894,"2,470","2,633"
04/2009,ESN ,AEA,MD,EN,Federal Contract Tower,0,65,404,12,481,0,0,2,0,2,0,65,"1,298",34,"1,397",0,42,173,25,240,"2,242",34,"2,276","4,154","4,396"
04/2009,EUG ,ANM,OR,WE,Combined TRACON & Tower with Radar,641,851,682,88,"2,262",0,0,8,1,9,0,100,"2,139",16,"2,255",0,3,233,5,241,"2,532",108,"2,640","7,157","7,407"
04/2009,EVB ,ASO,FL,ES,Federal Contract Tower,0,0,636,0,636,0,0,3,0,3,0,0,"4,949",4,"4,953",0,1,227,10,238,"9,176",1,"9,177","14,766","15,007"
04/2009,EVV ,AGL,IN,CE,Combined TRACON & Tower with Radar,0,"1,337",784,129,"2,250",0,0,347,0,347,0,14,730,15,759,0,54,568,0,622,"1,569",190,"1,759","4,768","5,737"
04/2009,EWB ,ANE,MA,EN,Federal Contract Tower,0,67,363,15,445,0,0,0,0,0,0,305,"1,912",8,"2,225",0,0,0,0,0,"2,856",20,"2,876","5,546","5,546"
04/2009,EWN ,ASO,NC,EN,Federal Contract Tower,334,326,207,27,894,0,0,0,13,13,0,3,"1,071",42,"1,116",0,3,69,28,100,"1,157",68,"1,225","3,235","3,348"
04/2009,EWR ,AEA,NJ,EN,Towers with Radar,"23,634","11,286",359,2,"35,281",82,83,46,0,211,32,240,317,14,603,0,79,"4,296",42,"4,417",0,0,0,"35,884","40,512"
04/2009,EYW ,ASO,FL,ES,Federal Contract Tower,632,868,"1,251",6,"2,757",0,0,4,28,32,0,149,"1,750",18,"1,917",0,36,72,"1,048","1,156",699,4,703,"5,377","6,565"
04/2009,FAI ,AAL,AK,WE,Combined TRACON & Tower with Radar,736,"1,391",372,141,"2,640",1,35,16,67,119,11,"1,809","2,745",68,"4,633",2,14,24,15,55,"4,005",138,"4,143","11,416","11,590"
04/2009,FAR ,AGL,ND,CE,Combined TRACON & Tower with Radar,496,"1,183",667,236,"2,582",5,6,34,4,49,2,479,"1,304",570,"2,355",4,84,"1,126",123,"1,337","2,443",437,"2,880","7,817","9,203"
04/2009,FAT ,AWP,CA,WE,Combined TRACON & Tower with Radar,739,"1,828",825,236,"3,628",0,1,4,0,5,0,333,"3,158",185,"3,676",0,53,392,8,453,"2,121",256,"2,377","9,681","10,139"
04/2009,FAY ,ASO,NC,EN,Combined TRACON & Tower with Radar,144,717,636,182,"1,679",7,15,88,13,123,0,26,640,78,744,3,30,120,16,169,"1,075",279,"1,354","3,777","4,069"
04/2009,FCM ,AGL,MN,CE,Towers with Radar,0,65,"1,295",0,"1,360",0,2,20,1,23,0,300,"4,549",25,"4,874",0,89,251,1,341,"4,150",63,"4,213","10,447","10,811"
04/2009,FFZ ,AWP,AZ,WE,Towers with Radar,0,31,323,0,354,0,0,0,0,0,0,200,"9,981",189,"10,370",0,4,983,12,999,"13,160",2,"13,162","23,886","24,885"
04/2009,FLG ,AWP,AZ,WE,Federal Contract Tower,81,387,189,7,664,0,0,0,0,0,0,262,"1,385",66,"1,713",0,131,54,5,190,466,54,520,"2,897","3,087"
04/2009,FLL ,ASO,FL,ES,Towers with Radar,"15,799","3,210","2,553",42,"21,604",3,5,21,7,36,8,745,"1,235",18,"2,006",0,19,"1,079",121,"1,219",0,0,0,"23,610","24,865"
04/2009,FLO ,ASO,SC,ES,Combined TRACON & Tower with Radar,0,337,570,127,"1,034",0,2,3,2,7,7,18,493,118,636,0,2,20,11,33,154,238,392,"2,062","2,102"
04/2009,FMN ,ASW,NM,WE,Federal Contract Tower,0,649,313,2,964,0,0,0,0,0,0,425,"1,311",26,"1,762",0,338,200,0,538,"3,183",12,"3,195","5,921","6,459"
04/2009,FMY ,ASO,FL,ES,Federal Contract Tower,0,134,"1,126",3,"1,263",0,0,0,0,0,0,15,"3,023",0,"3,038",0,5,153,1,159,"2,731",4,"2,735","7,036","7,195"
04/2009,FNT ,AGL,MI,CE,Combined TRACON & Tower with Radar,887,817,"1,110",3,"2,817",6,32,36,0,74,34,21,552,12,619,0,3,162,1,166,"1,418",0,"1,418","4,854","5,094"
04/2009,FOE ,ACE,KS,CE,Federal Contract Tower,6,37,147,509,699,0,0,49,1,50,0,3,281,277,561,0,2,116,6,124,104,864,968,"2,228","2,402"
04/2009,FOK ,AEA,NY,EN,Federal Contract Tower,0,70,338,100,508,0,0,6,0,6,0,5,"1,368",156,"1,529",0,0,"1,060",106,"1,166","2,576",858,"3,434","5,471","6,643"
04/2009,FPR ,ASO,FL,ES,Towers with Radar,0,110,"1,938",2,"2,050",0,0,18,0,18,0,40,"4,182",0,"4,222",0,1,291,1,293,"3,301",0,"3,301","9,573","9,884"
04/2009,FRG ,AEA,NY,EN,Towers with Radar,32,"1,025","2,266",21,"3,344",4,6,16,0,26,0,22,"5,962",25,"6,009",0,1,345,0,346,"5,828",0,"5,828","15,181","15,553"
04/2009,FSD ,AGL,SD,CE,Combined TRACON & Tower with Radar,684,"1,979",939,208,"3,810",0,1,11,0,12,0,122,551,39,712,0,201,81,5,287,454,112,566,"5,088","5,387"
04/2009,FSM ,ASW,AR,CE,Combined TRACON & Tower with Radar,4,591,557,576,"1,728",0,5,6,47,58,0,30,546,134,710,0,23,61,5,89,525,558,"1,083","3,521","3,668"
04/2009,FTG ,ANM,CO,WE,Federal Contract Tower,0,66,443,1,510,1,0,0,0,1,0,9,"1,516",7,"1,532",0,1,9,5,15,"3,224",2,"3,226","5,268","5,284"
04/2009,FTW ,ASW,TX,CE,Towers with Radar,0,321,"1,372",54,"1,747",0,12,25,7,44,0,171,"3,593",36,"3,800",3,257,827,12,"1,099",819,18,837,"6,384","7,527"
04/2009,FTY ,ASO,GA,ES,Federal Contract Tower,0,524,"1,948",67,"2,539",0,0,2,0,2,0,34,"1,449",9,"1,492",0,34,"1,080",6,"1,120","2,898",34,"2,932","6,963","8,085"
04/2009,FUL ,AWP,CA,WE,Federal Contract Tower,0,0,305,0,305,0,0,11,0,11,0,0,"3,329",0,"3,329",0,0,722,0,722,"1,824",0,"1,824","5,458","6,191"
04/2009,FWA ,AGL,IN,CE,Combined TRACON & Tower with Radar,235,"1,498","1,131",183,"3,047",0,1,71,0,72,0,95,451,26,572,0,0,236,0,236,"1,231",144,"1,375","4,994","5,302"
04/2009,FWS ,ASW,TX,CE,Federal Contract Tower,0,18,268,0,286,0,1,17,0,18,0,1,"1,820",9,"1,830",0,22,298,13,333,"3,682",0,"3,682","5,798","6,149"
04/2009,FXE ,ASO,FL,ES,Towers with Radar,0,913,"3,254",4,"4,171",8,1,23,1,33,0,195,"7,139",9,"7,343",0,18,930,52,"1,000","1,718",0,"1,718","13,232","14,265"
04/2009,FYV ,ASW,AR,CE,Federal Contract Tower,0,60,370,2,432,0,0,10,0,10,0,11,"1,038",11,"1,060",0,0,0,0,0,"1,134",2,"1,136","2,628","2,638"
04/2009,GCK ,ACE,KS,CE,Federal Contract Tower,2,353,284,42,681,0,0,0,0,0,0,28,485,32,545,0,1,13,2,16,320,148,468,"1,694","1,710"
04/2009,GCN ,AWP,AZ,WE,Towers with Radar,2,84,79,34,199,0,0,0,0,0,0,"6,692",297,21,"7,010",0,8,23,0,31,78,62,140,"7,349","7,380"
04/2009,GEG ,ANM,WA,WE,Combined TRACON & Tower with Radar,"3,104","1,057",509,29,"4,699",31,152,124,"1,112","1,419",0,166,797,4,967,0,339,386,"1,122","1,847","1,665",340,"2,005","7,671","10,937"
04/2009,GEU ,AWP,AZ,WE,Federal Contract Tower,0,3,96,4,103,0,2,21,0,23,0,159,"3,343",4,"3,506",0,0,352,0,352,"6,697",0,"6,697","10,306","10,681"
04/2009,GFK ,AGL,ND,CE,Towers with Radar,268,"2,992",403,26,"3,689",1,0,2,1,4,0,"7,059","1,189",64,"8,312",0,13,35,17,65,"22,122",9,"22,131","34,132","34,201"
04/2009,GGG ,ASW,TX,CE,Combined TRACON & Tower with Radar,2,174,"1,133",152,"1,461",0,0,0,0,0,0,0,"1,391",15,"1,406",0,0,2,0,2,"5,774",110,"5,884","8,751","8,753"
04/2009,GJT ,ANM,CO,WE,Federal Contract Tower,351,"1,197",383,117,"2,048",0,0,0,0,0,0,63,"1,287",13,"1,363",0,32,18,1,51,716,235,951,"4,362","4,413"
04/2009,GKY ,ASW,TX,CE,Federal Contract Tower,0,24,431,0,455,0,0,0,0,0,0,1,"3,361",21,"3,383",0,0,0,0,0,"3,440",12,"3,452","7,290","7,290"
04/2009,GLH ,ASO,MS,CE,Federal Contract Tower,18,94,122,138,372,0,0,0,0,0,0,0,481,28,509,0,0,84,0,84,324,"1,463","1,787","2,668","2,752"
04/2009,GLS ,ASW,TX,CE,Federal Contract Tower,0,62,147,19,228,0,8,0,0,8,0,"1,359",550,4,"1,913",0,300,96,80,476,512,2,514,"2,655","3,139"
04/2009,GMU ,ASO,SC,ES,Federal Contract Tower,0,800,442,0,"1,242",42,122,92,128,384,6,626,"1,503",50,"2,185",0,199,114,28,341,"1,680",4,"1,684","5,111","5,836"
04/2009,GNV ,ASO,FL,ES,Federal Contract Tower,7,846,"1,171",394,"2,418",0,0,1,0,1,0,25,"2,341",98,"2,464",0,19,68,1,88,"1,864",286,"2,150","7,032","7,121"
04/2009,GON ,ANE,CT,EN,Federal Contract Tower,0,104,337,50,491,0,0,1,0,1,0,3,"1,397",121,"1,521",0,0,131,16,147,"1,006",96,"1,102","3,114","3,262"
04/2009,GPI ,ANM,MT,WE,Federal Contract Tower,179,383,244,21,827,0,0,0,0,0,0,21,440,21,482,0,32,57,0,89,542,110,652,"1,961","2,050"
04/2009,GPM ,ASW,TX,CE,Federal Contract Tower,0,0,87,0,87,0,0,108,0,108,0,0,"2,262",4,"2,266",0,0,0,0,0,"4,036",2,"4,038","6,391","6,499"
04/2009,GPT ,ASO,MS,CE,Combined TRACON & Tower with Radar,272,"1,137",702,"1,113","3,224",0,2,32,111,145,0,7,458,184,649,1,8,112,88,209,144,662,806,"4,679","5,033"
04/2009,GRB ,AGL,WI,CE,Combined TRACON & Tower with Radar,533,"1,049",795,65,"2,442",0,79,88,2,169,0,0,"1,009",15,"1,024",0,0,199,7,206,"2,315",152,"2,467","5,933","6,308"
04/2009,GRI ,ACE,NE,CE,Federal Contract Tower,20,235,216,19,490,0,1,0,0,1,0,37,381,100,518,0,5,66,3,74,248,146,394,"1,402","1,477"
04/2009,GRR ,AGL,MI,CE,Combined TRACON & Tower with Radar,"1,198","2,398","1,574",75,"5,245",0,48,133,1,182,0,63,816,4,883,0,28,310,1,339,718,95,813,"6,941","7,462"
04/2009,GSN ,AWP,MP,WE,Federal Contract Tower,316,447,13,20,796,0,0,0,0,0,0,"1,268",161,6,"1,435",0,0,70,4,74,10,2,12,"2,243","2,317"
04/2009,GSO ,ASO,NC,ES,Combined TRACON & Tower with Radar,"1,344","3,231","1,692",44,"6,311",16,5,141,0,162,0,5,759,2,766,0,0,94,2,96,180,17,197,"7,274","7,532"
04/2009,GSP ,ASO,SC,ES,Combined TRACON & Tower with Radar,647,"2,488",579,101,"3,815",0,1,0,0,1,0,10,301,35,346,0,0,0,0,0,44,42,86,"4,247","4,248"
04/2009,GTF ,ANM,MT,WE,Combined TRACON & Tower with Radar,717,532,273,220,"1,742",0,7,1,2,10,0,60,561,59,680,1,65,46,20,132,330,138,468,"2,890","3,032"
04/2009,GTR ,ASO,MS,CE,Federal Contract Tower,0,154,273,561,988,0,0,5,8,13,0,15,571,185,771,0,1,22,9,32,280,380,660,"2,419","2,464"
04/2009,GTU ,ASW,TX,CE,Federal Contract Tower,0,5,446,2,453,0,0,0,0,0,0,81,"2,085",3,"2,169",0,13,52,5,70,"2,016",26,"2,042","4,664","4,734"
04/2009,GUM ,AWP,GU,WE,Federal Contract Tower,"1,403",465,113,36,"2,017",0,0,0,0,0,0,21,711,2,734,0,0,14,159,173,"1,788",28,"1,816","4,567","4,740"
04/2009,GYH ,ASO,SC,ES,Federal Contract Tower,0,149,122,159,430,0,0,0,0,0,0,341,672,101,"1,114",0,22,12,0,34,838,178,"1,016","2,560","2,594"
04/2009,GYR ,AWP,AZ,WE,Federal Contract Tower,2,20,123,0,145,0,2,16,0,18,0,4,"6,312",377,"6,693",0,127,796,16,939,"8,067",127,"8,194","15,032","15,989"
04/2009,GYY ,AGL,IN,CE,Federal Contract Tower,39,41,559,7,646,4,0,11,0,15,0,16,727,32,775,0,20,396,15,431,"1,278",46,"1,324","2,745","3,191"
04/2009,HEF ,AEA,VA,EN,Towers with Radar,8,257,"2,565",8,"2,838",11,13,36,1,61,0,6,"1,318",5,"1,329",0,0,75,18,93,"4,315",0,"4,315","8,482","8,636"
04/2009,HFD ,ANE,CT,EN,Federal Contract Tower,0,340,235,1,576,0,2,31,0,33,0,82,"2,834",3,"2,919",0,0,941,5,946,"3,042",16,"3,058","6,553","7,532"
04/2009,HGR ,AEA,MD,EN,Federal Contract Tower,17,241,393,263,914,0,0,0,0,0,0,123,"1,704",586,"2,413",0,0,0,0,0,"1,554","1,086","2,640","5,967","5,967"
04/2009,HHR ,AWP,CA,WE,Federal Contract Tower,0,19,506,0,525,5,3,0,0,8,0,11,"2,404",145,"2,560",0,0,123,10,133,"1,314",0,"1,314","4,399","4,540"
04/2009,HIO ,ANM,OR,WE,Towers with Radar,0,471,"1,535",3,"2,009",0,0,0,0,0,0,33,"4,980",44,"5,057",0,12,279,0,291,"13,423",4,"13,427","20,493","20,784"
04/2009,HKS ,ASO,MS,CE,Federal Contract Tower,0,74,587,39,700,0,0,0,0,0,0,57,869,155,"1,081",0,117,142,5,264,"1,710",224,"1,934","3,715","3,979"
04/2009,HKY ,ASO,NC,ES,Federal Contract Tower,0,50,491,5,546,0,0,52,0,52,0,24,"1,162",44,"1,230",0,62,80,17,159,826,2,828,"2,604","2,815"
04/2009,HLG ,AEA,WV,CE,Federal Contract Tower,0,77,73,67,217,0,0,0,0,0,0,41,856,151,"1,048",0,0,0,0,0,"1,176",684,"1,860","3,125","3,125"
04/2009,HLN ,ANM,MT,WE,Combination Non-Radar Approach Control & Tower w/o Radar,171,542,259,56,"1,028",0,16,1,0,17,6,40,999,253,"1,298",0,0,35,8,43,"1,742",198,"1,940","4,266","4,326"
04/2009,HND ,AWP,NV,WE,Federal Contract Tower,0,111,990,1,"1,102",0,0,0,0,0,0,262,"2,767",13,"3,042",0,0,0,0,0,"1,233",16,"1,249","5,393","5,393"
04/2009,HNL ,AWP,HI,WE,Towers with Radar,"12,638","3,586",738,"1,225","18,187",31,1,24,82,138,85,"1,731","2,801",358,"4,975",0,51,115,197,363,74,15,89,"23,251","23,752"
04/2009,HOB ,ASW,NM,CE,Federal Contract Tower,0,21,100,6,127,0,0,0,0,0,0,144,768,14,926,0,0,202,10,212,698,52,750,"1,803","2,015"
04/2009,HOU ,ASW,TX,CE,Towers with Radar,"8,604","1,870","3,533",20,"14,027",69,16,136,18,239,0,561,"2,413",64,"3,038",0,806,632,75,"1,513",0,0,0,"17,065","18,817"
04/2009,HPN ,AEA,NY,EN,Towers with Radar,"1,191","3,660","3,550",1,"8,402",1,1,4,2,8,1,97,"4,111",2,"4,211",0,69,144,4,217,"1,337",8,"1,345","13,958","14,183"
04/2009,HRL ,ASW,TX,CE,Federal Contract Tower,905,328,240,768,"2,241",0,1,2,0,3,0,45,547,37,629,2,1,80,0,83,265,"2,638","2,903","5,773","5,859"
04/2009,HSA ,ASO,MS,CE,Federal Contract Tower,0,2,98,204,304,0,0,0,1,1,0,0,361,110,471,0,0,309,49,358,378,657,"1,035","1,810","2,169"
04/2009,HSV ,ASO,AL,CE,Combined TRACON & Tower with Radar,788,"1,677",769,798,"4,032",7,6,69,14,96,0,6,946,126,"1,078",0,33,97,13,143,565,"1,456","2,021","7,131","7,370"
04/2009,HTS ,AEA,WV,CE,Combined TRACON & Tower with Radar,164,466,336,12,978,19,65,74,0,158,1,50,279,15,345,0,242,298,4,544,195,5,200,"1,523","2,225"
04/2009,HUF ,AGL,IN,CE,Combined TRACON & Tower with Radar,14,47,897,32,990,0,1,59,0,60,0,49,"1,183",15,"1,247",0,16,139,0,155,"1,526",0,"1,526","3,763","3,978"
04/2009,HUM ,ASW,LA,CE,Federal Contract Tower,0,154,418,0,572,0,0,0,0,0,0,"4,015","1,361",16,"5,392",0,125,43,6,174,"1,740",0,"1,740","7,704","7,878"
04/2009,HUT ,ACE,KS,CE,Federal Contract Tower,0,33,250,22,305,0,0,0,0,0,0,41,467,7,515,0,284,43,1,328,"1,949",15,"1,964","2,784","3,112"
04/2009,HVN ,ANE,CT,EN,Federal Contract Tower,0,265,287,4,556,0,0,0,0,0,0,49,"1,112",4,"1,165",0,0,176,41,217,"1,891",148,"2,039","3,760","3,977"
04/2009,HWD ,AWP,CA,WE,Towers with Radar,0,81,524,0,605,"2,879",0,97,0,"2,976",0,22,"4,099",0,"4,121",0,19,546,0,565,"4,930",0,"4,930","9,656","13,197"
04/2009,HWO ,ASO,FL,ES,Federal Contract Tower,0,0,220,0,220,0,0,0,0,0,0,4,"5,059",3,"5,066",0,0,458,0,458,"12,445",4,"12,449","17,735","18,193"
04/2009,HXD ,ASO,SC,ES,Federal Contract Tower,0,"1,096","1,585",16,"2,697",0,0,1,2,3,0,21,"1,236",14,"1,271",0,1,54,125,180,250,20,270,"4,238","4,421"
04/2009,HYA ,ANE,MA,EN,Federal Contract Tower,0,"1,151",304,0,"1,455",0,0,0,0,0,0,"6,048","1,456",0,"7,504",0,0,36,6,42,"1,010",8,"1,018","9,977","10,019"
04/2009,IAD ,AEA,VA,EN,Towers with Radar,"14,981","11,843","4,209",42,"31,075",58,61,176,5,300,35,4,112,13,164,0,1,455,33,489,0,0,0,"31,239","32,028"
04/2009,IAG ,AEA,NY,CE,Federal Contract Tower,66,134,226,317,743,0,0,0,0,0,0,4,712,392,"1,108",0,0,38,3,41,866,241,"1,107","2,958","2,999"
04/2009,IAH ,ASW,TX,CE,Towers with Radar,"21,205","22,243",791,13,"44,252",94,112,30,0,236,40,59,193,5,297,2,156,518,21,697,0,0,0,"44,549","45,482"
04/2009,ICT ,ACE,KS,CE,Combined TRACON & Tower with Radar,"1,110","2,334","3,558",520,"7,522",0,3,5,2,10,1,187,"1,080",27,"1,295",0,54,145,2,201,"2,721",570,"3,291","12,108","12,319"
04/2009,IDA ,ANM,ID,WE,Federal Contract Tower,86,526,235,0,847,0,0,0,0,0,0,107,"1,120",0,"1,227",0,20,85,0,105,"1,504",0,"1,504","3,578","3,683"
04/2009,IFP ,AWP,AZ,WE,Federal Contract Tower,136,11,72,3,222,0,0,1,0,1,3,298,"1,199",17,"1,517",0,15,15,2,32,470,24,494,"2,233","2,266"
04/2009,ILG ,AEA,DE,EN,Towers with Radar,1,193,861,184,"1,239",0,1,9,0,10,0,5,"1,105",162,"1,272",0,17,661,10,688,"1,249",400,"1,649","4,160","4,858"
04/2009,ILM ,ASO,NC,EN,Combined TRACON & Tower with Radar,506,"1,219","1,646",321,"3,692",0,5,15,6,26,0,120,842,59,"1,021",0,38,77,11,126,324,174,498,"5,211","5,363"
04/2009,IND ,AGL,IN,CE,Combined TRACON & Tower with Radar,"8,359","4,715","1,298",54,"14,426",2,6,106,1,115,0,17,145,6,168,0,38,91,17,146,0,0,0,"14,594","14,855"
04/2009,INT ,ASO,NC,ES,Federal Contract Tower,33,113,819,7,972,0,0,0,0,0,0,104,"1,526",68,"1,698",0,24,16,0,40,"1,044",30,"1,074","3,744","3,784"
04/2009,IPT ,AEA,PA,EN,Federal Contract Tower,0,260,210,2,472,0,0,0,0,0,0,122,786,13,921,0,6,20,1,27,414,16,430,"1,823","1,850"
04/2009,ISM ,ASO,FL,ES,Federal Contract Tower,0,140,"2,304",0,"2,444",0,0,0,0,0,0,3,"5,279",1,"5,283",0,72,637,0,709,"4,674",0,"4,674","12,401","13,110"
04/2009,ISO ,ASO,NC,EN,Federal Contract Tower,25,49,266,345,685,0,0,2,30,32,0,2,518,52,572,0,10,104,54,168,522,816,"1,338","2,595","2,795"
04/2009,ISP ,AEA,NY,EN,Towers with Radar,"1,702",282,"1,252",14,"3,250",1,0,6,0,7,0,16,"3,118",56,"3,190",0,2,150,7,159,"6,044",10,"6,054","12,494","12,660"
04/2009,ITH ,AEA,NY,EN,Federal Contract Tower,2,899,285,0,"1,186",0,0,0,0,0,0,33,708,6,747,0,1,113,0,114,"1,891",0,"1,891","3,824","3,938"
04/2009,ITO ,AWP,HI,WE,Combined TRACON & Tower with Radar,"1,202",836,64,281,"2,383",4,4,0,0,8,0,"2,390",390,115,"2,895",0,657,4,3,664,968,709,"1,677","6,955","7,627"
04/2009,IWA ,AWP,AZ,WE,Federal Contract Tower,439,215,386,177,"1,217",0,3,9,0,12,1,308,"6,232",96,"6,637",0,116,746,40,902,"7,883",278,"8,161","16,015","16,929"
