,,,,,,,,,,,,,,,,,,,,,,,,,,,
From 01/1994 To 12/1998,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,, 
D21 ,MI,04/1997,CE,"TRACON, RAPCON, or CERAP",AGL,"29,603","12,241","10,458",476,"52,778",177,721,"1,036",444,"2,378",2,485,"3,799",2,"4,288",10,50,734,84,878,"60,322"
D21 ,MI,05/1997,CE,"TRACON, RAPCON, or CERAP",AGL,"30,218","12,818","11,788",541,"55,365",186,638,"1,150",369,"2,343",1,6,"3,894",2,"3,903",14,44,654,71,783,"62,394"
D21 ,MI,06/1997,CE,"TRACON, RAPCON, or CERAP",AGL,"30,243","12,975","13,059",577,"56,854",209,691,"1,503",380,"2,783",3,4,"4,418",3,"4,428",19,69,949,110,"1,147","65,212"
D21 ,MI,07/1997,CE,"TRACON, RAPCON, or CERAP",AGL,"31,320","12,749","12,569",549,"57,187",210,809,"1,643",354,"3,016",2,6,"4,428",4,"4,440",26,79,983,106,"1,194","65,837"
D21 ,MI,08/1997,CE,"TRACON, RAPCON, or CERAP",AGL,"31,638","13,840","13,502",523,"59,503",222,816,"1,812",225,"3,075",2,3,"3,559",2,"3,566",10,61,751,84,906,"67,050"
D21 ,MI,09/1997,CE,"TRACON, RAPCON, or CERAP",AGL,"30,029","13,693","12,273",423,"56,418",216,840,"1,346",273,"2,675",2,5,"3,773",0,"3,780",19,68,800,94,981,"63,854"
D21 ,MI,10/1997,CE,"TRACON, RAPCON, or CERAP",AGL,"31,521","14,471","12,761",544,"59,297",224,938,"1,392",380,"2,934",0,3,"4,403",2,"4,408",26,68,833,89,"1,016","67,655"
D21 ,MI,11/1997,CE,"TRACON, RAPCON, or CERAP",AGL,"28,144","13,843","10,279",437,"52,703",179,851,934,254,"2,218",1,6,"3,326",1,"3,334",18,50,313,40,421,"58,676"
D21 ,MI,12/1997,CE,"TRACON, RAPCON, or CERAP",AGL,"29,532","14,115","8,997",327,"52,971",238,868,880,260,"2,246",2,0,"3,287",0,"3,289",9,33,379,34,455,"58,961"
D21 ,MI,01/1998,CE,"TRACON, RAPCON, or CERAP",AGL,"29,805","13,236","8,782",368,"52,191",218,846,698,249,"2,011",1,1,"3,171",0,"3,173",8,20,144,29,201,"57,576"
D21 ,MI,02/1998,CE,"TRACON, RAPCON, or CERAP",AGL,"28,335","12,342","9,366",467,"50,510",205,814,802,212,"2,033",0,1,"3,506",1,"3,508",15,44,392,43,494,"56,545"
D21 ,MI,03/1998,CE,"TRACON, RAPCON, or CERAP",AGL,"31,371","13,327","9,688",514,"54,900",216,895,957,213,"2,281",6,29,"3,448",15,"3,498",13,29,331,39,412,"61,091"
D21 ,MI,04/1998,CE,"TRACON, RAPCON, or CERAP",AGL,"30,094","13,233","11,154",600,"55,081",223,859,"1,092",317,"2,491",1,4,"4,048",1,"4,054",20,49,619,97,785,"62,411"
D21 ,MI,05/1998,CE,"TRACON, RAPCON, or CERAP",AGL,"28,546","14,584","11,844",592,"55,566",233,894,"1,245",347,"2,719",3,4,"4,826",2,"4,835",20,55,797,130,"1,002","64,122"
D21 ,MI,06/1998,CE,"TRACON, RAPCON, or CERAP",AGL,"29,384","15,436","12,221",627,"57,668",234,843,"1,338",302,"2,717",1,1,"3,969",1,"3,972",22,57,784,88,951,"65,308"
D21 ,MI,07/1998,CE,"TRACON, RAPCON, or CERAP",AGL,"30,951","14,651","12,347",612,"58,561",210,796,"1,582",418,"3,006",0,2,"4,871",0,"4,873",20,68,"1,094",126,"1,308","67,748"
D21 ,MI,08/1998,CE,"TRACON, RAPCON, or CERAP",AGL,"29,262","15,281","12,419",524,"57,486",194,797,"1,703",324,"3,018",2,1,"4,016",1,"4,020",15,82,866,91,"1,054","65,578"
D21 ,MI,09/1998,CE,"TRACON, RAPCON, or CERAP",AGL,"17,372","12,479","14,519",573,"44,943",170,971,"1,611",401,"3,153",0,2,"3,978",4,"3,984",13,78,931,84,"1,106","53,186"
D21 ,MI,10/1998,CE,"TRACON, RAPCON, or CERAP",AGL,"32,082","16,543","12,899",574,"62,098",207,967,"1,365",332,"2,871",0,4,"3,805",0,"3,809",20,53,766,86,925,"69,703"
D21 ,MI,11/1998,CE,"TRACON, RAPCON, or CERAP",AGL,"26,503","19,256","10,450",457,"56,666",157,873,"1,082",243,"2,355",1,6,"3,460",3,"3,470",16,54,488,61,619,"63,110"
D21 ,MI,12/1998,CE,"TRACON, RAPCON, or CERAP",AGL,"29,136","17,865","10,220",542,"57,763",172,887,938,267,"2,264",2,53,"2,950",0,"3,005",15,44,458,48,565,"63,597"
D84 ,CO,01/1994,WE,"TRACON, RAPCON, or CERAP",ANM,"29,115","16,268","6,159",677,"52,219",8,282,"1,862",95,"2,247",0,0,0,0,0,0,0,0,0,0,"54,466"
D84 ,CO,02/1994,WE,"TRACON, RAPCON, or CERAP",ANM,"26,382","15,198","5,775",687,"48,042",13,266,"1,848",134,"2,261",0,0,0,0,0,0,0,0,0,0,"50,303"
D84 ,CO,03/1994,WE,"TRACON, RAPCON, or CERAP",ANM,"28,850","16,743","7,244",824,"53,661",4,548,"2,764",150,"3,466",0,0,0,0,0,0,0,0,0,0,"57,127"
D84 ,CO,04/1994,WE,"TRACON, RAPCON, or CERAP",ANM,"26,645","14,718","6,308",623,"48,294",0,107,"1,980",84,"2,171",0,0,0,0,0,0,0,0,0,0,"50,465"
D84 ,CO,05/1994,WE,"TRACON, RAPCON, or CERAP",ANM,"27,101","15,361","6,817",687,"49,966",5,118,"2,873",156,"3,152",0,0,0,0,0,0,0,0,0,0,"53,118"
D84 ,CO,06/1994,WE,"TRACON, RAPCON, or CERAP",ANM,"26,858","15,236","7,150",832,"50,076",37,195,"3,453",162,"3,847",0,0,0,0,0,0,0,0,0,0,"53,923"
D84 ,CO,07/1994,WE,"TRACON, RAPCON, or CERAP",ANM,"28,310","15,562","7,541",739,"52,152",5,293,"3,761",219,"4,278",0,0,0,0,0,0,0,0,0,0,"56,430"
D84 ,CO,08/1994,WE,"TRACON, RAPCON, or CERAP",ANM,"28,219","17,153","7,759",833,"53,964",4,245,"3,761",187,"4,197",0,0,0,0,0,0,0,0,0,0,"58,161"
D84 ,CO,09/1994,WE,"TRACON, RAPCON, or CERAP",ANM,"22,963","17,718","7,476",812,"48,969",3,217,"3,458",182,"3,860",0,0,0,0,0,0,0,0,0,0,"52,829"
D84 ,CO,10/1994,WE,"TRACON, RAPCON, or CERAP",ANM,"26,039","13,486","6,148",715,"46,388",1,30,177,14,222,23,"1,209","1,220",57,"2,509",1,117,"1,844",107,"2,069","51,188"
D84 ,CO,11/1994,WE,"TRACON, RAPCON, or CERAP",ANM,"24,641","11,704","6,001",637,"42,983",6,32,138,20,196,0,932,957,30,"1,919",0,5,"1,513",72,"1,590","46,688"
D84 ,CO,12/1994,WE,"TRACON, RAPCON, or CERAP",ANM,"27,899","12,205","5,763",699,"46,566",12,25,170,20,227,3,"1,194","1,369",36,"2,602",2,12,"2,005",99,"2,118","51,513"
D84 ,CO,01/1995,WE,"TRACON, RAPCON, or CERAP",ANM,"27,574","11,781","5,866",834,"46,055",2,33,154,20,209,1,863,"1,357",47,"2,268",0,74,"1,613",104,"1,791","50,323"
D84 ,CO,02/1995,WE,"TRACON, RAPCON, or CERAP",ANM,"24,272","10,697","5,572",622,"41,163",7,46,168,24,245,11,851,"1,484",55,"2,401",0,21,"1,849",87,"1,957","45,766"
DAB ,FL,01/1994,ES,Towers with Radar,ASO,911,582,"21,058",64,"22,615",29,"1,149","3,494",186,"4,858",0,0,0,0,0,0,0,0,0,0,"27,473"
DAB ,FL,02/1994,ES,Towers with Radar,ASO,851,625,"25,179",69,"26,724",41,942,"3,768",267,"5,018",0,0,0,0,0,0,0,0,0,0,"31,742"
DAB ,FL,03/1994,ES,Towers with Radar,ASO,"1,012",602,"31,246",71,"32,931",34,"1,206","5,208",241,"6,689",0,0,0,0,0,0,0,0,0,0,"39,620"
DAB ,FL,04/1994,ES,Towers with Radar,ASO,978,523,"26,476",43,"28,020",20,"1,085","5,054",192,"6,351",0,0,0,0,0,0,0,0,0,0,"34,371"
DAB ,FL,05/1994,ES,Towers with Radar,ASO,872,560,"23,065",52,"24,549",33,"1,113","3,733",205,"5,084",0,0,0,0,0,0,0,0,0,0,"29,633"
DAB ,FL,06/1994,ES,Towers with Radar,ASO,777,445,"19,680",61,"20,963",129,"1,159","3,078",182,"4,548",0,0,0,0,0,0,0,0,0,0,"25,511"
DAB ,FL,07/1994,ES,Towers with Radar,ASO,650,555,"21,964",64,"23,233",134,"1,188","3,571",227,"5,120",0,0,0,0,0,0,0,0,0,0,"28,353"
DAB ,FL,08/1994,ES,Towers with Radar,ASO,639,574,"21,127",81,"22,421",172,"1,175","3,277",228,"4,852",0,0,0,0,0,0,0,0,0,0,"27,273"
DAB ,FL,09/1994,ES,Towers with Radar,ASO,648,637,"26,454",39,"27,778",91,984,"2,889",263,"4,227",0,0,0,0,0,0,0,0,0,0,"32,005"
DAB ,FL,10/1994,ES,Towers with Radar,ASO,729,597,"7,370",34,"8,730",72,926,"2,125",263,"3,386",0,37,"21,466",10,"21,513",0,38,"1,113",21,"1,172","34,801"
DAB ,FL,11/1994,ES,Towers with Radar,ASO,650,573,"8,123",16,"9,362",21,777,"2,268",194,"3,260",0,19,"14,818",2,"14,839",0,30,"1,068",12,"1,110","28,571"
DAB ,FL,12/1994,ES,Towers with Radar,ASO,732,539,"7,659",45,"8,975",44,827,"2,313",226,"3,410",0,22,"11,024",9,"11,055",0,15,900,12,927,"24,367"
DAB ,FL,01/1995,ES,Towers with Radar,ASO,748,601,"6,789",29,"8,167",26,834,"2,092",319,"3,271",0,36,"18,826",10,"18,872",0,31,"1,324",19,"1,374","31,684"
DAB ,FL,02/1995,ES,Towers with Radar,ASO,772,465,"6,845",50,"8,132",8,675,"2,149",237,"3,069",1,31,"19,972",9,"20,013",0,34,"1,421",29,"1,484","32,698"
DAB ,FL,03/1995,ES,Towers with Radar,ASO,877,507,"7,316",59,"8,759",77,803,"2,775",224,"3,879",19,36,"23,157",34,"23,246",0,65,"1,998",25,"2,088","37,972"
DAB ,FL,04/1995,ES,Towers with Radar,ASO,863,512,"8,520",51,"9,946",40,684,"2,837",205,"3,766",1,32,"22,613",11,"22,657",0,70,"2,149",27,"2,246","38,615"
DAB ,FL,05/1995,ES,Towers with Radar,ASO,818,677,"7,008",43,"8,546",45,695,"2,215",149,"3,104",0,25,"18,845",7,"18,877",0,61,"1,629",19,"1,709","32,236"
DAB ,FL,06/1995,ES,Towers with Radar,ASO,707,556,"5,889",38,"7,190",107,805,"2,019",199,"3,130",0,32,"13,943",15,"13,990",1,42,"1,233",19,"1,295","25,605"
DAB ,FL,07/1995,ES,Towers with Radar,ASO,689,354,"6,233",65,"7,341",95,782,"1,859",154,"2,890",2,14,"15,052",30,"15,098",0,32,"1,442",13,"1,487","26,816"
DAB ,FL,08/1995,ES,Towers with Radar,ASO,677,415,"5,894",57,"7,043",131,890,"1,824",168,"3,013",2,18,"12,173",14,"12,207",0,32,"1,072",21,"1,125","23,388"
DAB ,FL,09/1995,ES,Towers with Radar,ASO,671,339,"6,170",23,"7,203",69,924,"1,856",184,"3,033",0,8,"18,627",17,"18,652",0,22,961,21,"1,004","29,892"
DAB ,FL,10/1995,ES,Towers with Radar,ASO,691,384,"6,429",43,"7,547",74,"1,017","2,157",200,"3,448",0,34,"20,422",11,"20,467",0,17,"1,185",15,"1,217","32,679"
DAB ,FL,11/1995,ES,Towers with Radar,ASO,671,429,"7,162",112,"8,374",23,733,"2,322",154,"3,232",0,17,"20,781",299,"21,097",0,37,"1,749",23,"1,809","34,512"
DAB ,FL,12/1995,ES,Towers with Radar,ASO,698,477,"6,656",59,"7,890",42,788,"2,206",169,"3,205",0,17,"14,356",4,"14,377",0,17,"1,300",15,"1,332","26,804"
DAB ,FL,01/1996,ES,Towers with Radar,ASO,711,286,"6,581",65,"7,643",32,844,"2,089",171,"3,136",8,10,"16,243",7,"16,268",0,21,"1,362",19,"1,402","28,449"
DAB ,FL,02/1996,ES,Towers with Radar,ASO,708,196,"7,376",88,"8,368",11,735,"2,501",194,"3,441",4,7,"18,442",8,"18,461",0,35,"1,573",27,"1,635","31,905"
DAB ,FL,03/1996,ES,Towers with Radar,ASO,724,159,"6,513",51,"7,447",65,759,"2,369",262,"3,455",0,3,"18,089",13,"18,105",0,22,"2,019",17,"2,058","31,065"
DAB ,FL,04/1996,ES,Towers with Radar,ASO,670,133,"7,294",62,"8,159",53,657,"2,787",193,"3,690",0,3,"23,738",19,"23,760",0,34,"2,096",13,"2,143","37,752"
DAB ,FL,05/1996,ES,Towers with Radar,ASO,706,161,"7,804",36,"8,707",263,709,"2,272",151,"3,395",0,13,"21,549",17,"21,579",0,23,"1,649",20,"1,692","35,373"
DAB ,FL,06/1996,ES,Towers with Radar,ASO,693,226,"7,080",40,"8,039",286,716,"1,906",140,"3,048",0,7,"15,709",12,"15,728",0,23,"1,275",18,"1,316","28,131"
DAB ,FL,07/1996,ES,Towers with Radar,ASO,710,278,"6,609",69,"7,666",322,826,"1,892",127,"3,167",0,25,"16,438",11,"16,474",0,21,"1,686",15,"1,722","29,029"
DAB ,FL,08/1996,ES,Towers with Radar,ASO,697,25,"6,506",33,"7,261",295,742,"1,950",155,"3,142",2,11,"14,834",11,"14,858",0,13,"1,383",13,"1,409","26,670"
DAB ,FL,09/1996,ES,Towers with Radar,ASO,667,55,"5,930",62,"6,714",284,682,"1,744",178,"2,888",0,25,"18,718",5,"18,748",0,18,"1,303",7,"1,328","29,678"
DAB ,FL,10/1996,ES,Towers with Radar,ASO,711,59,"7,479",135,"8,384",259,758,"2,135",117,"3,269",0,30,"22,465",20,"22,515",0,11,"1,339",11,"1,361","35,529"
DAB ,FL,11/1996,ES,Towers with Radar,ASO,686,156,"8,453",33,"9,328",171,633,"2,566",133,"3,503",0,11,"18,983",12,"19,006",0,24,"1,399",10,"1,433","33,270"
DAB ,FL,12/1996,ES,Towers with Radar,ASO,680,26,"7,082",50,"7,838",152,627,"2,245",116,"3,140",2,14,"15,918",8,"15,942",0,8,"1,231",15,"1,254","28,174"
DAB ,FL,01/1997,ES,Towers with Radar,ASO,719,101,"8,049",96,"8,965",178,716,"2,189",221,"3,304",0,16,"18,092",6,"18,114",0,4,"1,126",9,"1,139","31,522"
DAB ,FL,02/1997,ES,Towers with Radar,ASO,655,129,"9,406",55,"10,245",125,653,"2,606",173,"3,557",0,28,"18,818",4,"18,850",1,12,"1,368",14,"1,395","34,047"
DAB ,FL,03/1997,ES,Towers with Radar,ASO,723,46,"9,322",41,"10,132",152,721,"2,889",186,"3,948",0,3,"23,026",12,"23,041",1,15,"1,965",24,"2,005","39,126"
DAB ,FL,04/1997,ES,Towers with Radar,ASO,704,59,"7,513",41,"8,317",188,740,"2,822",122,"3,872",0,12,"20,108",7,"20,127",0,9,"2,036",10,"2,055","34,371"
DAB ,FL,05/1997,ES,Towers with Radar,ASO,724,28,"8,840",51,"9,643",344,718,"2,252",134,"3,448",24,9,"22,447",3,"22,483",0,5,"1,647",22,"1,674","37,248"
DAB ,FL,06/1997,ES,Towers with Radar,ASO,682,157,"7,501",57,"8,397",395,728,"2,001",128,"3,252",0,24,"16,808",2,"16,834",0,6,"1,177",8,"1,191","29,674"
DAB ,FL,07/1997,ES,Towers with Radar,ASO,656,170,"7,553",30,"8,409",489,771,"2,078",158,"3,496",0,27,"19,130",12,"19,169",3,15,"1,667",7,"1,692","32,766"
DAB ,FL,08/1997,ES,Towers with Radar,ASO,661,59,"7,399",37,"8,156",472,719,"1,851",166,"3,208",0,21,"16,542",11,"16,574",1,7,"1,323",13,"1,344","29,282"
DAB ,FL,09/1997,ES,Towers with Radar,ASO,485,101,"7,427",77,"8,090",418,696,"1,779",157,"3,050",0,8,"21,663",14,"21,685",1,41,"1,001",10,"1,053","33,878"
DAB ,FL,10/1997,ES,Towers with Radar,ASO,510,77,"9,175",34,"9,796",411,781,"2,472",145,"3,809",1,15,"24,289",15,"24,320",1,14,"1,319",4,"1,338","39,263"
DAB ,FL,11/1997,ES,Towers with Radar,ASO,540,45,"8,324",85,"8,994",211,642,"2,243",89,"3,185",0,19,"22,200",18,"22,237",0,12,"1,310",3,"1,325","35,741"
DAB ,FL,12/1997,ES,Towers with Radar,ASO,548,75,"7,011",59,"7,693",317,826,"2,073",145,"3,361",0,14,"13,890",6,"13,910",0,10,"1,069",13,"1,092","26,056"
DAB ,FL,01/1998,ES,Towers with Radar,ASO,565,53,"8,111",67,"8,796",217,606,"2,316",140,"3,279",0,17,"21,934",13,"21,964",0,27,"1,131",22,"1,180","35,219"
DAB ,FL,02/1998,ES,Towers with Radar,ASO,515,79,"7,666",63,"8,323",229,551,"2,181",136,"3,097",6,12,"22,512",14,"22,544",1,20,"1,235",30,"1,286","35,250"
DAB ,FL,03/1998,ES,Towers with Radar,ASO,550,33,"8,633",74,"9,290",186,610,"2,411",147,"3,354",0,13,"29,694",11,"29,718",1,20,"1,851",20,"1,892","44,254"
DAB ,FL,04/1998,ES,Towers with Radar,ASO,553,23,"9,101",65,"9,742",270,598,"2,948",154,"3,970",0,42,"26,603",16,"26,661",1,17,"1,814",14,"1,846","42,219"
DAB ,FL,05/1998,ES,Towers with Radar,ASO,586,63,"8,851",76,"9,576",434,671,"2,253",211,"3,569",1,35,"23,986",16,"24,038",0,15,"1,531",21,"1,567","38,750"
DAB ,FL,06/1998,ES,Towers with Radar,ASO,506,52,"8,080",74,"8,712",449,680,"2,176",190,"3,495",0,6,"17,092",10,"17,108",1,13,"1,340",27,"1,381","30,696"
DAB ,FL,07/1998,ES,Towers with Radar,ASO,479,46,"8,147",39,"8,711",561,729,"2,107",165,"3,562",0,5,"15,076",12,"15,093",1,5,"1,095",13,"1,114","28,480"
DAB ,FL,08/1998,ES,Towers with Radar,ASO,460,34,"9,493",50,"10,037",465,703,"1,985",156,"3,309",0,6,"18,414",6,"18,426",2,26,"1,282",13,"1,323","33,095"
DAB ,FL,09/1998,ES,Towers with Radar,ASO,402,38,"9,217",23,"9,680",533,801,"2,000",148,"3,482",0,7,"16,537",7,"16,551",2,13,975,19,"1,009","30,722"
DAB ,FL,10/1998,ES,Towers with Radar,ASO,473,34,"14,894",60,"15,461",482,764,"2,489",166,"3,901",0,1,"31,882",16,"31,899",1,15,"1,725",13,"1,754","53,015"
DAB ,FL,11/1998,ES,Towers with Radar,ASO,471,17,"17,777",73,"18,338",245,667,"2,548",137,"3,597",0,3,"28,326",22,"28,351",0,5,"1,435",21,"1,461","51,747"
DAB ,FL,12/1998,ES,Towers with Radar,ASO,484,34,"12,038",85,"12,641",193,710,"2,571",135,"3,609",0,5,"20,619",13,"20,637",0,11,"1,150",13,"1,174","38,061"
DAY ,OH,01/1994,CE,Towers with Radar,AGL,"8,028","3,522","3,859","1,382","16,791",715,"1,169","2,494",89,"4,467",0,0,0,0,0,0,0,0,0,0,"21,258"
DAY ,OH,02/1994,CE,Towers with Radar,AGL,"7,979","3,395","4,747","1,707","17,828",719,"1,267","3,638",159,"5,783",0,0,0,0,0,0,0,0,0,0,"23,611"
DAY ,OH,03/1994,CE,Towers with Radar,AGL,"10,116","4,320","6,140","2,552","23,128",896,"1,448","4,766",207,"7,317",0,0,0,0,0,0,0,0,0,0,"30,445"
DAY ,OH,04/1994,CE,Towers with Radar,AGL,"9,971","3,989","5,647","2,177","21,784",806,"1,357","4,799",172,"7,134",0,0,0,0,0,0,0,0,0,0,"28,918"
DAY ,OH,05/1994,CE,Towers with Radar,AGL,"9,951","3,855","6,622","2,178","22,606",908,"1,197","5,857",201,"8,163",0,0,0,0,0,0,0,0,0,0,"30,769"
DAY ,OH,06/1994,CE,Towers with Radar,AGL,"10,431","4,105","6,670","2,230","23,436",954,"1,246","5,492",235,"7,927",0,0,0,0,0,0,0,0,0,0,"31,363"
DAY ,OH,07/1994,CE,Towers with Radar,AGL,"9,854","3,696","7,510","2,510","23,570",862,"1,043","5,469",192,"7,566",0,0,0,0,0,0,0,0,0,0,"31,136"
DAY ,OH,08/1994,CE,Towers with Radar,AGL,"10,116","3,939","7,221","2,266","23,542",875,"1,174","5,906",173,"8,128",0,0,0,0,0,0,0,0,0,0,"31,670"
DAY ,OH,09/1994,CE,Towers with Radar,AGL,"10,214","3,820","6,854","1,684","22,572",688,"1,340","5,652",177,"7,857",0,0,0,0,0,0,0,0,0,0,"30,429"
DAY ,OH,10/1994,CE,Towers with Radar,AGL,"10,632","3,509","5,344","1,481","20,966",616,"1,239","3,507",82,"5,444",13,11,"1,577",69,"1,670",10,19,"2,459",56,"2,544","30,624"
DAY ,OH,11/1994,CE,Towers with Radar,AGL,"10,297","3,489","4,565","1,430","19,781",659,"1,260","3,063",70,"5,052",8,27,"1,270",51,"1,356",8,30,"1,686",53,"1,777","27,966"
DAY ,OH,12/1994,CE,Towers with Radar,AGL,"10,651","3,357","4,249","1,511","19,768",523,"1,346","2,495",77,"4,441",6,12,875,33,926,10,13,"1,193",38,"1,254","26,389"
DAY ,OH,01/1995,CE,Towers with Radar,AGL,"9,211","3,594","3,440","1,420","17,665",475,"1,320","2,123",66,"3,984",6,8,646,31,691,5,14,653,36,708,"23,048"
DAY ,OH,02/1995,CE,Towers with Radar,AGL,"8,902","3,454","3,744","1,319","17,419",518,"1,362","2,275",54,"4,209",2,15,896,40,953,5,19,"1,112",56,"1,192","23,773"
DAY ,OH,03/1995,CE,Towers with Radar,AGL,"10,065","4,144","4,821","1,655","20,685",581,"1,498","2,795",78,"4,952",4,31,"1,294",52,"1,381",6,20,"1,978",77,"2,081","29,099"
DAY ,OH,04/1995,CE,Towers with Radar,AGL,"9,042","3,314","4,652","1,439","18,447",619,"1,326","2,927",77,"4,949",1,13,"1,092",57,"1,163",2,9,"1,539",57,"1,607","26,166"
DAY ,OH,05/1995,CE,Towers with Radar,AGL,"9,123","3,982","5,035","1,811","19,951",813,"1,362","3,165",70,"5,410",5,17,"1,365",87,"1,474",14,14,"1,856",78,"1,962","28,797"
DAY ,OH,06/1995,CE,Towers with Radar,AGL,"9,316","4,292","5,429","1,992","21,029","1,067","1,719","3,360",91,"6,237",7,14,"1,217",84,"1,322",11,14,"1,638",64,"1,727","30,315"
DAY ,OH,07/1995,CE,Towers with Radar,AGL,"8,486","3,799","5,122","1,667","19,074","1,100","1,699","3,144",92,"6,035",16,20,"1,831",93,"1,960",25,16,"2,389",75,"2,505","29,574"
DAY ,OH,08/1995,CE,Towers with Radar,AGL,"9,978","4,225","5,864","2,238","22,305","1,127","2,013","3,729",83,"6,952",5,12,"1,427",91,"1,535",12,34,"1,824",89,"1,959","32,751"
DAY ,OH,09/1995,CE,Towers with Radar,AGL,"9,460","4,199","5,114","1,776","20,549",997,"1,814","3,539",79,"6,429",5,17,"1,543",86,"1,651",11,20,"2,165",46,"2,242","30,871"
DAY ,OH,10/1995,CE,Towers with Radar,AGL,"9,596","4,369","5,163","1,692","20,820","1,154","1,728","3,359",66,"6,307",7,22,"1,431",110,"1,570",7,17,"2,105",51,"2,180","30,877"
DAY ,OH,11/1995,CE,Towers with Radar,AGL,"9,676","3,764","4,288","1,350","19,078","1,078","1,746","2,793",44,"5,661",6,16,"1,147",87,"1,256",7,14,"1,295",40,"1,356","27,351"
DAY ,OH,12/1995,CE,Towers with Radar,AGL,"9,969","3,517","3,557","1,116","18,159","1,101","1,686","2,356",37,"5,180",5,9,"1,050",49,"1,113",8,17,"1,132",34,"1,191","25,643"
DAY ,OH,01/1996,CE,Towers with Radar,AGL,"9,490","3,092","3,190","1,083","16,855","1,077","1,706","1,861",30,"4,674",5,7,724,55,791,7,10,652,29,698,"23,018"
DAY ,OH,02/1996,CE,Towers with Radar,AGL,"9,603","3,162","4,043","1,514","18,322","1,157","1,746","2,311",48,"5,262",2,8,700,43,753,9,13,775,26,823,"25,160"
DAY ,OH,03/1996,CE,Towers with Radar,AGL,"10,096","3,218","4,008","1,356","18,678","1,139","1,725","2,491",46,"5,401",7,9,"1,354",92,"1,462",6,25,"1,486",51,"1,568","27,109"
DAY ,OH,04/1996,CE,Towers with Radar,AGL,"9,668","3,477","4,163","1,555","18,863","1,185","1,728","2,743",66,"5,722",8,19,"1,200",71,"1,298",9,14,"1,478",36,"1,537","27,420"
DAY ,OH,05/1996,CE,Towers with Radar,AGL,"10,441","4,024","4,960","1,823","21,248","1,215","2,017","3,139",52,"6,423",3,9,"1,328",120,"1,460",5,19,"1,560",34,"1,618","30,749"
DAY ,OH,06/1996,CE,Towers with Radar,AGL,"10,037","3,913","4,912","1,823","20,685","1,077","1,762","3,127",47,"6,013",5,9,"1,339",114,"1,467",15,14,"1,936",51,"2,016","30,181"
DAY ,OH,07/1996,CE,Towers with Radar,AGL,"9,773","3,606","4,665","1,903","19,947","1,132","1,998","3,069",53,"6,252",13,11,"1,791",134,"1,949",19,21,"2,362",64,"2,466","30,614"
DAY ,OH,08/1996,CE,Towers with Radar,AGL,"11,017","3,579","5,353","1,664","21,613","1,037","2,072","3,682",45,"6,836",7,7,"1,682",137,"1,833",12,8,"2,657",62,"2,739","33,021"
DAY ,OH,09/1996,CE,Towers with Radar,AGL,"9,836","3,675","5,099","1,524","20,134",985,"1,986","3,238",29,"6,238",8,19,"1,377",109,"1,513",8,21,"1,950",60,"2,039","29,924"
DAY ,OH,10/1996,CE,Towers with Radar,AGL,"11,251","3,867","4,982","1,879","21,979",762,"2,393","3,467",36,"6,658",9,9,"1,301",113,"1,432",15,20,"2,067",75,"2,177","32,246"
DAY ,OH,11/1996,CE,Towers with Radar,AGL,"10,059","3,447","4,010","1,290","18,806",614,"2,160","2,479",32,"5,285",7,16,"1,130",109,"1,262",5,8,"1,368",74,"1,455","26,808"
DAY ,OH,12/1996,CE,Towers with Radar,AGL,"9,646","3,762","3,712","1,169","18,289",615,"2,207","2,219",97,"5,138",14,17,750,83,864,8,8,771,37,824,"25,115"
DAY ,OH,01/1997,CE,Towers with Radar,AGL,"9,873","3,435","3,217","1,286","17,811",585,"2,201","1,885",41,"4,712",6,22,669,106,803,2,15,729,29,775,"24,101"
DAY ,OH,02/1997,CE,Towers with Radar,AGL,"9,250","3,152","3,398","1,282","17,082",383,"2,106","2,169",37,"4,695",2,14,777,106,899,5,12,884,35,936,"23,612"
DAY ,OH,03/1997,CE,Towers with Radar,AGL,"9,970","3,317","3,729","1,419","18,435",367,"2,486","2,568",33,"5,454",7,18,"1,138",33,"1,196",2,12,"1,513",39,"1,566","26,651"
DAY ,OH,04/1997,CE,Towers with Radar,AGL,"10,840","2,903","3,988","1,393","19,124",287,"2,218","2,907",42,"5,454",18,18,"1,286",25,"1,347",7,19,"2,058",52,"2,136","28,061"
DAY ,OH,05/1997,CE,Towers with Radar,AGL,"10,800","2,764","4,391","1,176","19,131",395,"2,398","2,957",33,"5,783",10,50,"1,294",17,"1,371",14,13,"1,924",45,"1,996","28,281"
DAY ,OH,06/1997,CE,Towers with Radar,AGL,"10,240","3,109","5,080","1,523","19,952",654,"2,572","3,094",34,"6,354",7,20,"1,409",33,"1,469",11,22,"2,032",55,"2,120","29,895"
DAY ,OH,07/1997,CE,Towers with Radar,AGL,"10,801","2,944","4,809","1,494","20,048",679,"2,714","3,085",25,"6,503",14,14,"1,948",54,"2,030",18,25,"2,580",56,"2,679","31,260"
DAY ,OH,08/1997,CE,Towers with Radar,AGL,"11,290","3,095","5,131","1,439","20,955",751,"2,703","3,647",38,"7,139",1,12,"1,412",20,"1,445",9,18,"2,183",47,"2,257","31,796"
