acronym,0,abrev,tag,casa_fullform,faa_fullform,iata_fullform,nasa_fullform,hand_fullform
sidby,3.0,1,neg_nonword,,,,,
greasy,3.0,0,neg_word,,,,,
digitally,3.0,0,neg_word,,,,,
dehaviland,3.0,1,neg_nonword,,,,,
geometrically,3.0,0,neg_word,,,,,
1-second,3.0,0,neg_word,,,,,
11-3a,3.0,0,neg_nonalpha_abrev,,,,,
11pm,3.0,0,neg_nonalpha_abrev,,,,,
divem,3.0,1,neg_nonword,,,,,
re-sync,3.0,0,neg_word,,,,,
uplatch,3.0,1,neg_nonword,,,,,
dooly4,3.0,0,neg_nonalpha_abrev,,,,,
nevse,3.0,1,neg_nonword,,,,,
graduating,3.0,0,neg_word,,,,,
carelessly,3.0,0,neg_word,,,,,
emr,3.0,1,neg_nonword,,,,,
pnm,3.0,1,neg_nonword,,,,,
johns1,3.0,0,neg_nonalpha_abrev,,,,,
hustn,3.0,1,neg_nonword,,,,,
vincenza,3.0,1,neg_nonword,,,,,
scribbled,3.0,0,neg_word,,,,,
llake,3.0,1,neg_nonword,,,,,
crlnc,3.0,1,neg_nonword,,,,,
ffist,3.0,1,neg_nonword,,,,,
puzzles,3.0,0,neg_word,,,,,
sudsy3,3.0,0,neg_nonalpha_abrev,,,,,
nfct,3.0,1,neg_nonword,,,,,
instructions!,3.0,0,neg_nonalpha_abrev,,,,,
zasro,3.0,1,neg_nonword,,,,,
xa23z,3.0,0,neg_nonalpha_abrev,,,,,
jutes,3.0,0,neg_word,,,,,
attachments,3.0,0,neg_word,,,,,
synthesized,3.0,0,neg_word,,,,,
mar/xa/07,3.0,0,neg_nonalpha_abrev,,,,,
ug447,3.0,0,neg_nonalpha_abrev,,,,,
fuz/360,3.0,0,neg_nonalpha_abrev,,,,,
nonroutine,3.0,1,neg_nonword,,,,,
sntna,3.0,1,neg_nonword,,,,,
jumper's,3.0,0,neg_word,,,,,
vfs,3.0,1,neg_nonword,,,,,
taxes,3.0,0,neg_word,,,,,
igary,3.0,1,neg_nonword,,,,,
strel,3.0,1,neg_nonword,,,,,
brookshire,3.0,1,neg_nonword,,,,,
ta's/ra's,3.0,0,neg_nonalpha_abrev,,,,,
dissolving,3.0,0,neg_word,,,,,
descent!,3.0,0,neg_nonalpha_abrev,,,,,
bkn030,3.0,0,neg_nonalpha_abrev,,,,,
izzzo3,3.0,0,neg_nonalpha_abrev,,,,,
ultralights,3.0,0,neg_word,,,,,
corroborating,3.0,0,neg_word,,,,,
helmets,3.0,0,neg_word,,,,,
cahil,3.0,1,neg_nonword,,,,,
pm30z,3.0,0,neg_nonalpha_abrev,,,,,
snshn2,3.0,0,neg_nonalpha_abrev,,,,,
flew-key),3.0,0,neg_nonalpha_abrev,,,,,
tri-state,3.0,0,neg_nonalpha_abrev,,,,,
pryor,3.0,1,neg_nonword,,,,,
cekma,3.0,1,neg_nonword,,,,,
senator,3.0,0,neg_word,,,,,
fayette,3.0,1,neg_nonword,,,,,
vor/ils),3.0,0,neg_nonalpha_abrev,,,,,
degs/4,3.0,0,neg_nonalpha_abrev,,,,,
j151,3.0,0,neg_nonalpha_abrev,,,,,
pre-flighting,3.0,0,neg_nonalpha_abrev,,,,,
midstream,3.0,0,neg_word,,,,,
moxie,3.0,0,neg_word,,,,,
surest,3.0,0,neg_word,,,,,
i-agy,3.0,0,neg_nonalpha_abrev,,,,,
3-10,3.0,0,neg_word,,,,,
orcka,3.0,1,neg_nonword,,,,,
rbn,3.0,1,neg_nonword,,,,,
wlkkr3,3.0,0,neg_nonalpha_abrev,,,,,
wildwood,3.0,1,neg_nonword,,,,,
ab20,3.0,0,neg_nonalpha_abrev,,,,,
tsunami,3.0,0,neg_word,,,,,
indictor,3.0,1,neg_nonword,,,,,
kingair,3.0,1,neg_nonword,,,,,
rules!,3.0,0,neg_nonalpha_abrev,,,,,
aarch,3.0,1,neg_nonword,,,,,
ctlrs?',3.0,0,neg_nonalpha_abrev,,,,,
futep,3.0,1,neg_nonword,,,,,
kohry,3.0,1,neg_nonword,,,,,
lj-45,3.0,0,neg_nonalpha_abrev,,,,,
acy1,3.0,0,neg_nonalpha_abrev,,,,,
pelican,3.0,0,neg_word,,,,,
bleach,3.0,0,neg_word,,,,,
attacking,3.0,0,neg_word,,,,,
400a,3.0,0,neg_nonalpha_abrev,,,,,
reseat,3.0,1,neg_nonword,,,,,
ads-r,3.0,0,neg_word,,,,,
gtn-750,3.0,0,neg_nonalpha_abrev,,,,,
polish,3.0,0,neg_word,,,,,
psig,3.0,1,neg_nonword,,,,,
[fl0]50,3.0,0,neg_nonalpha_abrev,,,,,
sep?',3.0,0,neg_nonalpha_abrev,,,,,
[thrust],3.0,0,neg_nonalpha_abrev,,,,,
md-88's,3.0,0,neg_nonalpha_abrev,,,,,
prevails,3.0,0,neg_word,,,,,
re-advised,3.0,0,neg_word,,,,,
finalizing,3.0,0,neg_word,,,,,
mans,3.0,0,neg_word,,,,,
aug/tue/03,3.0,0,neg_nonalpha_abrev,,,,,
attaboy,3.0,1,neg_nonword,,,,,
boardwalk,3.0,0,neg_word,,,,,
governs,3.0,0,neg_word,,,,,
'climb/descend,3.0,0,neg_nonalpha_abrev,,,,,
flyza,3.0,1,neg_nonword,,,,,
cruiser,3.0,0,neg_word,,,,,
kards,3.0,1,neg_nonword,,,,,
vnmom,3.0,1,neg_nonword,,,,,
mmugs,3.0,1,neg_nonword,,,,,
resynchronized,3.0,0,neg_word,,,,,
2-part,3.0,0,neg_word,,,,,
chken,3.0,1,neg_nonword,,,,,
zusri,3.0,1,neg_nonword,,,,,
hkory,3.0,1,neg_nonword,,,,,
missed!,3.0,0,neg_nonalpha_abrev,,,,,
today?',3.0,0,neg_nonalpha_abrev,,,,,
intern,3.0,0,neg_word,,,,,
[am],3.0,0,neg_nonalpha_abrev,,,,,
leona,3.0,1,neg_nonword,,,,,
[between],3.0,0,neg_nonalpha_abrev,,,,,
j104,3.0,0,neg_nonalpha_abrev,,,,,
zab/p50,3.0,0,neg_nonalpha_abrev,,,,,
vnomm,3.0,1,neg_nonword,,,,,
mid-cycle,3.0,0,neg_word,,,,,
mindless,3.0,0,neg_word,,,,,
hsv1,3.0,0,neg_nonalpha_abrev,,,,,
collaborative,3.0,0,neg_word,,,,,
ilsz,3.0,1,neg_nonword,,,,,
j220,3.0,0,neg_nonalpha_abrev,,,,,
jamie,3.0,1,neg_nonword,,,,,
l-22,3.0,0,neg_word,,,,,
alphabetized,3.0,0,neg_word,,,,,
concave,3.0,0,neg_word,,,,,
liters,3.0,0,neg_word,,,,,
sslam,3.0,1,neg_nonword,,,,,
mis-comparison',3.0,0,neg_nonalpha_abrev,,,,,
10-1b,3.0,0,neg_nonalpha_abrev,,,,,
rooby,3.0,1,neg_nonword,,,,,
18l?',3.0,0,neg_nonalpha_abrev,,,,,
10-1a,3.0,0,neg_nonalpha_abrev,,,,,
re-opening,3.0,0,neg_word,,,,,
zzzz4,3.0,0,neg_nonalpha_abrev,,,,,
sunyj,3.0,1,neg_nonword,,,,,
22-23,3.0,0,neg_word,,,,,
mannerisms,3.0,0,neg_word,,,,,
flexed,3.0,0,neg_word,,,,,
dumber,3.0,0,neg_word,,,,,
graduated,3.0,0,neg_word,,,,,
j222,3.0,0,neg_nonalpha_abrev,,,,,
j-16,3.0,0,neg_word,,,,,
dover's,3.0,0,neg_nonalpha_abrev,,,,,
4000-4800,3.0,0,neg_word,,,,,
manifests,3.0,0,neg_word,,,,,
collaring,3.0,0,neg_word,,,,,
fmc-computed,3.0,0,neg_nonalpha_abrev,,,,,
linkages,3.0,0,neg_word,,,,,
300-1,3.0,0,neg_word,,,,,
sergeant,3.0,0,neg_word,,,,,
tanto,3.0,1,neg_nonword,,,,,
misfired,3.0,0,neg_word,,,,,
wobble,3.0,0,neg_word,,,,,
wrongfully,3.0,0,neg_word,,,,,
1:20,3.0,0,neg_nonalpha_abrev,,,,,
fritz,3.0,0,neg_word,,,,,
solution!,3.0,0,neg_nonalpha_abrev,,,,,
page!,3.0,0,neg_nonalpha_abrev,,,,,
de-combining,3.0,0,neg_nonalpha_abrev,,,,,
yju,3.0,1,neg_nonword,,,,,
buls1p,3.0,0,neg_nonalpha_abrev,,,,,
kts!',3.0,0,neg_nonalpha_abrev,,,,,
expedite!,3.0,0,neg_nonalpha_abrev,,,,,
pliers,3.0,0,neg_word,,,,,
whys,3.0,0,neg_word,,,,,
scoon,3.0,1,neg_nonword,,,,,
3/xx/89,3.0,0,neg_nonalpha_abrev,,,,,
alarus,3.0,1,neg_nonword,,,,,
iafdof,3.0,1,neg_nonword,,,,,
jan/xx/94,3.0,0,neg_nonalpha_abrev,,,,,
osceola,3.0,1,neg_nonword,,,,,
defies,3.0,0,neg_word,,,,,
a388,3.0,0,neg_nonalpha_abrev,,,,,
dp's,3.0,0,neg_nonalpha_abrev,,,,,
synthetic,3.0,0,neg_word,,,,,
wage,3.0,0,neg_word,,,,,
insignia,3.0,0,neg_word,,,,,
12000-13000,3.0,0,neg_word,,,,,
ab40,3.0,0,neg_nonalpha_abrev,,,,,
senseless,3.0,0,neg_word,,,,,
thereabout,3.0,0,neg_word,,,,,
xc:45,3.0,0,neg_nonalpha_abrev,,,,,
whew,3.0,0,neg_word,,,,,
hazard!,3.0,0,neg_nonalpha_abrev,,,,,
kahalui,3.0,1,neg_nonword,,,,,
lr23,3.0,0,neg_nonalpha_abrev,,,,,
t89,3.0,0,neg_nonalpha_abrev,,,,,
deice/anti-ice,3.0,0,neg_nonalpha_abrev,,,,,
17600,3.0,0,neg_word,,,,,
zun,3.0,1,neg_nonword,,,,,
aug/xa/08,3.0,0,neg_nonalpha_abrev,,,,,
airspeed?',3.0,0,neg_nonalpha_abrev,,,,,
[coordinated],3.0,0,neg_nonalpha_abrev,,,,,
88r,3.0,0,neg_nonalpha_abrev,,,,,
stuffing,3.0,0,neg_word,,,,,
sep/xx/95,3.0,0,neg_nonalpha_abrev,,,,,
turnarounds,3.0,0,neg_word,,,,,
transgressing,3.0,0,neg_word,,,,,
settlement,3.0,0,neg_word,,,,,
radom,3.0,1,neg_nonword,,,,,
xa:55,3.0,0,neg_nonalpha_abrev,,,,,
doccs2,3.0,0,neg_nonalpha_abrev,,,,,
zooms,3.0,0,neg_word,,,,,
dc-8),3.0,0,neg_nonalpha_abrev,,,,,
220-,3.0,0,neg_word,,,,,
rwy!',3.0,0,neg_nonalpha_abrev,,,,,
i95,3.0,0,neg_nonalpha_abrev,,,,,
15000'),3.0,0,neg_nonalpha_abrev,,,,,
reevaluation,3.0,0,neg_word,,,,,
kunsan,3.0,1,neg_nonword,,,,,
voice-activated,3.0,0,neg_word,,,,,
lxy,3.0,1,neg_nonword,,,,,
reboarding,3.0,1,neg_nonword,,,,,
7f7,3.0,0,neg_nonalpha_abrev,,,,,
read?',3.0,0,neg_nonalpha_abrev,,,,,
lax-zzz,3.0,0,neg_nonalpha_abrev,,,,,
formaldehyde,3.0,0,neg_word,,,,,
tso'ed,3.0,0,neg_nonalpha_abrev,,,,,
vplss,3.0,1,neg_nonword,,,,,
sknrd,3.0,1,neg_nonword,,,,,
pw,3.0,1,neg_nonword,,,,,
alternator's,3.0,0,neg_word,,,,,
h---,3.0,0,neg_word,,,,,
irnmn1,3.0,0,neg_nonalpha_abrev,,,,,
ls,3.0,0,neg_word,,,,,
ploy,3.0,0,neg_word,,,,,
xy15z,3.0,0,neg_nonalpha_abrev,,,,,
401,3.0,0,neg_word,,,,,
keens,3.0,0,neg_word,,,,,
izzo,3.0,1,neg_nonword,,,,,
'clean-up',3.0,0,neg_nonalpha_abrev,,,,,
elbows,3.0,0,neg_word,,,,,
2/sun/89,3.0,0,neg_nonalpha_abrev,,,,,
wee,3.0,0,neg_word,,,,,
rolls-royce,3.0,0,neg_nonalpha_abrev,,,,,
haiku,3.0,0,neg_word,,,,,
l=0,3.0,0,neg_nonalpha_abrev,,,,,
ap/1b,3.0,0,neg_nonalpha_abrev,,,,,
dubmy,3.0,1,neg_nonword,,,,,
glide-to-land,3.0,0,neg_word,,,,,
walkie-talkie,3.0,0,neg_word,,,,,
staniford,3.0,1,neg_nonword,,,,,
navigations,3.0,0,neg_word,,,,,
4l/4r,3.0,0,neg_nonalpha_abrev,,,,,
r3704,3.0,0,neg_nonalpha_abrev,,,,,
1/2-way,3.0,0,neg_nonalpha_abrev,,,,,
over-ctr,3.0,0,neg_word,,,,,
atops,3.0,1,neg_nonword,,,,,
r463,3.0,0,neg_nonalpha_abrev,,,,,
eventless,3.0,1,neg_nonword,,,,,
365,3.0,0,neg_word,,,,,
7r&l,3.0,0,neg_nonalpha_abrev,,,,,
1/2-1/4,3.0,0,neg_nonalpha_abrev,,,,,
frogs,3.0,0,neg_word,,,,,
v190,3.0,0,neg_nonalpha_abrev,,,,,
60-75,3.0,0,neg_word,,,,,
slider,3.0,0,neg_word,,,,,
dakine,3.0,1,neg_nonword,,,,,
contusions,3.0,0,neg_word,,,,,
13-1,3.0,0,neg_word,,,,,
l3,3.0,0,neg_nonalpha_abrev,,,,,
retaliate,3.0,0,neg_word,,,,,
0-1,3.0,0,neg_word,,,,,
13000-14000,3.0,0,neg_word,,,,,
bronchial,3.0,0,neg_word,,,,,
spotlights,3.0,0,neg_word,,,,,
4-ship,3.0,0,neg_word,,,,,
d1,3.0,0,neg_nonalpha_abrev,,,,,
erasing,3.0,0,neg_word,,,,,
aching,3.0,0,neg_word,,,,,
+/-60,3.0,0,neg_nonalpha_abrev,,,,,
milk,3.0,0,neg_word,,,,,
xx:09,3.0,0,neg_nonalpha_abrev,,,,,
unawareness,3.0,0,neg_word,,,,,
4600-4700,3.0,0,neg_word,,,,,
hk,3.0,1,neg_nonword,,,,,
be40's,3.0,0,neg_nonalpha_abrev,,,,,
heartfelt,3.0,0,neg_word,,,,,
835,3.0,0,neg_word,,,,,
3g8,3.0,0,neg_nonalpha_abrev,,,,,
zfw's,3.0,0,neg_nonalpha_abrev,,,,,
1/19,3.0,0,neg_nonalpha_abrev,,,,,
multicolored,3.0,0,neg_word,,,,,
3/4',3.0,0,neg_nonalpha_abrev,,,,,
fropa,3.0,1,neg_nonword,,,,,
orbiters,3.0,0,neg_word,,,,,
1-way,3.0,0,neg_word,,,,,
a-683,3.0,0,neg_word,,,,,
mora's,3.0,0,neg_nonalpha_abrev,,,,,
efgh,3.0,1,neg_nonword,,,,,
ranking,3.0,0,neg_word,,,,,
3au,3.0,0,neg_nonalpha_abrev,,,,,
gy,3.0,1,neg_nonword,,,,,
17-23,3.0,0,neg_word,,,,,
r096,3.0,0,neg_nonalpha_abrev,,,,,
flailing,3.0,0,neg_word,,,,,
manner!,3.0,0,neg_nonalpha_abrev,,,,,
stephenville,3.0,1,neg_nonword,,,,,
stopwatch,3.0,0,neg_word,,,,,
uim-lo,3.0,0,neg_nonalpha_abrev,,,,,
hammi1,3.0,0,neg_nonalpha_abrev,,,,,
rwy19,3.0,0,neg_nonalpha_abrev,,,,,
jul/sat/04,3.0,0,neg_nonalpha_abrev,,,,,
emissions,3.0,0,neg_word,,,,,
hoosr,3.0,1,neg_nonword,,,,,
fly-down,3.0,0,neg_word,,,,,
handcuffed,3.0,0,neg_word,,,,,
2015,3.0,0,neg_word,,,,,
hidal,3.0,1,neg_nonword,,,,,
palisade,3.0,0,neg_word,,,,,
naive,3.0,0,neg_word,,,,,
xx18z,3.0,0,neg_nonalpha_abrev,,,,,
breakups,3.0,0,neg_word,,,,,
ord-dca,3.0,0,neg_nonalpha_abrev,,,,,
post-lndg,3.0,0,neg_nonalpha_abrev,,,,,
xc05,3.0,0,neg_nonalpha_abrev,,,,,
fctl,3.0,1,neg_nonword,,,,,
tallyho,3.0,0,neg_word,,,,,
vaccine,3.0,0,neg_word,,,,,
xxam,3.0,1,neg_nonword,,,,,
salvageable,3.0,0,neg_word,,,,,
obscenities,3.0,0,neg_word,,,,,
inexplicably,3.0,0,neg_word,,,,,
10650,3.0,0,neg_word,,,,,
paraphrase):,3.0,0,neg_nonalpha_abrev,,,,,
leaders,3.0,0,neg_word,,,,,
ambushed,3.0,0,neg_word,,,,,
14r&l,3.0,0,neg_nonalpha_abrev,,,,,
olake,3.0,1,neg_nonword,,,,,
cordova,3.0,1,neg_nonword,,,,,
250/10,3.0,0,neg_nonalpha_abrev,,,,,
3000-7000,3.0,0,neg_word,,,,,
off'),3.0,0,neg_nonalpha_abrev,,,,,
wosax,3.0,1,neg_nonword,,,,,
oh!,3.0,0,neg_nonalpha_abrev,,,,,
lyndi3,3.0,0,neg_nonalpha_abrev,,,,,
lorans,3.0,1,neg_nonword,,,,,
jackk,3.0,1,neg_nonword,,,,,
jaksen,3.0,1,neg_nonword,,,,,
relish,3.0,0,neg_word,,,,,
x!,3.0,0,neg_nonalpha_abrev,,,,,
ritzville,3.0,1,neg_nonword,,,,,
volcano,3.0,0,neg_word,,,,,
2305,3.0,0,neg_word,,,,,
sideslip,3.0,1,neg_nonword,,,,,
impatiently,3.0,0,neg_word,,,,,
sdail,3.0,1,neg_nonword,,,,,
choppers,3.0,0,neg_word,,,,,
ppo,3.0,1,neg_nonword,,,,,
drummond,3.0,1,neg_nonword,,,,,
800-wxbrief,3.0,0,neg_nonalpha_abrev,,,,,
headliner,3.0,0,neg_word,,,,,
xerox1,3.0,0,neg_nonalpha_abrev,,,,,
44c,3.0,0,neg_nonalpha_abrev,,,,,
afterthoughts,3.0,0,neg_word,,,,,
3000'-4000',3.0,0,neg_nonalpha_abrev,,,,,
workplace,3.0,0,neg_word,,,,,
institutional,3.0,0,neg_word,,,,,
mind-set,3.0,0,neg_word,,,,,
7g0,3.0,0,neg_nonalpha_abrev,,,,,
analytical,3.0,0,neg_word,,,,,
kitfox,3.0,1,neg_nonword,,,,,
manzano,3.0,1,neg_nonword,,,,,
sir!',3.0,0,neg_nonalpha_abrev,,,,,
pillow,3.0,0,neg_word,,,,,
132000,3.0,0,neg_word,,,,,
nelge,3.0,1,neg_nonword,,,,,
b737-500),3.0,0,neg_nonalpha_abrev,,,,,
busily,3.0,0,neg_word,,,,,
r-25,3.0,0,neg_word,,,,,
ever-increasing,3.0,0,neg_word,,,,,
camey,3.0,1,neg_nonword,,,,,
lenox,3.0,1,neg_nonword,,,,,
gary's,3.0,0,neg_nonalpha_abrev,,,,,
largo,3.0,0,neg_word,,,,,
'terrain-terrain',3.0,0,neg_nonalpha_abrev,,,,,
justice,3.0,0,neg_word,,,,,
rowdy,3.0,0,neg_word,,,,,
billion,3.0,0,neg_word,,,,,
miboe,3.0,1,neg_nonword,,,,,
mitigates,3.0,0,neg_word,,,,,
clow,3.0,1,neg_nonword,,,,,
clify,3.0,1,neg_nonword,,,,,
don`t,3.0,0,neg_nonalpha_abrev,,,,,
sub-par,3.0,0,neg_word,,,,,
goblt,3.0,1,neg_nonword,,,,,
wayside,3.0,0,neg_word,,,,,
greenish,3.0,0,neg_word,,,,,
unhooked,3.0,0,neg_word,,,,,
netting,3.0,0,neg_word,,,,,
xd15,3.0,0,neg_nonalpha_abrev,,,,,
muddle,3.0,0,neg_word,,,,,
galaxy,3.0,0,neg_word,,,,,
yotes3,3.0,0,neg_nonalpha_abrev,,,,,
cuff,3.0,0,neg_word,,,,,
flat-out,3.0,0,neg_word,,,,,
linemen,3.0,0,neg_word,,,,,
re-coord,3.0,0,neg_nonalpha_abrev,,,,,
rajee1,3.0,0,neg_nonalpha_abrev,,,,,
void-time,3.0,0,neg_word,,,,,
houston-hull,3.0,0,neg_nonalpha_abrev,,,,,
backseater,3.0,1,neg_nonword,,,,,
tourist,3.0,0,neg_word,,,,,
handcuffs,3.0,0,neg_word,,,,,
display!,3.0,0,neg_nonalpha_abrev,,,,,
knobb,3.0,1,neg_nonword,,,,,
1007,3.0,0,neg_word,,,,,
p08,3.0,0,neg_nonalpha_abrev,,,,,
pc's,3.0,0,neg_nonalpha_abrev,,,,,
bing,3.0,0,neg_word,,,,,
10n,3.0,0,neg_nonalpha_abrev,,,,,
[busy],3.0,0,neg_nonalpha_abrev,,,,,
employer's,3.0,0,neg_word,,,,,
fthls1,3.0,0,neg_nonalpha_abrev,,,,,
canog2,3.0,0,neg_nonalpha_abrev,,,,,
alana,3.0,1,neg_nonword,,,,,
maggi,3.0,1,neg_nonword,,,,,
gumby1,3.0,0,neg_nonalpha_abrev,,,,,
r25,3.0,0,neg_nonalpha_abrev,,,,,
b-loop,3.0,0,neg_word,,,,,
3100'),3.0,0,neg_nonalpha_abrev,,,,,
dme-dme,3.0,0,neg_nonalpha_abrev,,,,,
mar/fri/97,3.0,0,neg_nonalpha_abrev,,,,,
bbque,3.0,1,neg_nonword,,,,,
op's,3.0,0,neg_nonalpha_abrev,,,,,
ryddr,3.0,1,neg_nonword,,,,,
nudge,3.0,0,neg_word,,,,,
000-16,3.0,0,neg_word,,,,,
loulu,3.0,1,neg_nonword,,,,,
120-140,3.0,0,neg_word,,,,,
short-cut,3.0,0,neg_word,,,,,
c141's,3.0,0,neg_nonalpha_abrev,,,,,
puntt,3.0,1,neg_nonword,,,,,
supplements,3.0,0,neg_word,,,,,
stratified,3.0,0,neg_word,,,,,
slow-moving,3.0,0,neg_word,,,,,
reclearing,3.0,1,neg_nonword,,,,,
mid-teens,3.0,0,neg_word,,,,,
'point-out',3.0,0,neg_nonalpha_abrev,,,,,
broadside,3.0,0,neg_word,,,,,
ok!,3.0,0,neg_nonalpha_abrev,,,,,
home-base,3.0,0,neg_word,,,,,
crabbing,3.0,0,neg_word,,,,,
dismissive,3.0,0,neg_word,,,,,
excellently,3.0,0,neg_word,,,,,
casts,3.0,0,neg_word,,,,,
j78,3.0,0,neg_nonalpha_abrev,,,,,
7/89,3.0,0,neg_nonalpha_abrev,,,,,
cheaply,3.0,0,neg_word,,,,,
mcconnel,3.0,1,neg_nonword,,,,,
downlocked,3.0,1,neg_nonword,,,,,
xa14z,3.0,0,neg_nonalpha_abrev,,,,,
decouple,3.0,0,neg_word,,,,,
m1,3.0,0,neg_nonalpha_abrev,,,,,
24+,3.0,0,neg_nonalpha_abrev,,,,,
contracting,3.0,0,neg_word,,,,,
550-600,3.0,0,neg_word,,,,,
+12,3.0,0,neg_nonalpha_abrev,,,,,
gallup,3.0,1,neg_nonword,,,,,
10-10,3.0,0,neg_word,,,,,
authoritarian,3.0,0,neg_word,,,,,
20-7,3.0,0,neg_word,,,,,
intermediately,3.0,0,neg_word,,,,,
part-way,3.0,0,neg_word,,,,,
tso,3.0,1,neg_nonword,,,,,
texico,3.0,1,neg_nonword,,,,,
circle-to-,3.0,0,neg_word,,,,,
xb03,3.0,0,neg_nonalpha_abrev,,,,,
picayune,3.0,0,neg_word,,,,,
brother-in-law,3.0,0,neg_word,,,,,
self-service,3.0,0,neg_word,,,,,
please!,3.0,0,neg_nonalpha_abrev,,,,,
3/92,3.0,0,neg_nonalpha_abrev,,,,,
sealy,3.0,0,neg_word,,,,,
villi,3.0,0,neg_word,,,,,
blubell2,3.0,0,neg_nonalpha_abrev,,,,,
brdey,3.0,1,neg_nonword,,,,,
sprky,3.0,1,neg_nonword,,,,,
pax-carrying,3.0,0,neg_nonalpha_abrev,,,,,
2560,3.0,0,neg_word,,,,,
644,3.0,0,neg_word,,,,,
glrno,3.0,1,neg_nonword,,,,,
ft/5000,3.0,0,neg_nonalpha_abrev,,,,,
tnkr,3.0,1,neg_nonword,,,,,
twr's),3.0,0,neg_nonalpha_abrev,,,,,
enjoys,3.0,0,neg_word,,,,,
n-number),3.0,0,neg_nonalpha_abrev,,,,,
forbid,3.0,0,neg_word,,,,,
erj-145,3.0,0,neg_nonalpha_abrev,,,,,
watered,3.0,0,neg_word,,,,,
????,3.0,0,neg_nonalpha_abrev,,,,,
dsert2,3.0,0,neg_nonalpha_abrev,,,,,
000-12,3.0,0,neg_word,,,,,
sandwiching,3.0,0,neg_word,,,,,
400+,3.0,0,neg_nonalpha_abrev,,,,,
logansport,3.0,1,neg_nonword,,,,,
aml278,3.0,0,neg_nonalpha_abrev,,,,,
work?',3.0,0,neg_nonalpha_abrev,,,,,
38%,3.0,0,neg_nonalpha_abrev,,,,,
'here's,3.0,0,neg_nonalpha_abrev,,,,,
nanaimo,3.0,1,neg_nonword,,,,,
rafael,3.0,1,neg_nonword,,,,,
vay,3.0,1,neg_nonword,,,,,
campaigning,3.0,0,neg_word,,,,,
flt-c,3.0,0,neg_word,,,,,
jumpsuit,3.0,0,neg_word,,,,,
resynching,3.0,1,neg_nonword,,,,,
seat!,3.0,0,neg_nonalpha_abrev,,,,,
jt8d-7,3.0,0,neg_nonalpha_abrev,,,,,
0996,3.0,0,neg_word,,,,,
pre-warned,3.0,0,neg_nonalpha_abrev,,,,,
refuge,3.0,0,neg_word,,,,,
out-dated,3.0,0,neg_word,,,,,
11000'/250,3.0,0,neg_nonalpha_abrev,,,,,
76000,3.0,0,neg_word,,,,,
i10,3.0,0,neg_nonalpha_abrev,,,,,
dume,3.0,1,neg_nonword,,,,,
7000ft,3.0,0,neg_nonalpha_abrev,,,,,
quabn3,3.0,0,neg_nonalpha_abrev,,,,,
gulfstreams,3.0,1,neg_nonword,,,,,
spd?',3.0,0,neg_nonalpha_abrev,,,,,
'loop-7',3.0,0,neg_nonalpha_abrev,,,,,
10:,3.0,0,neg_nonalpha_abrev,,,,,
line-up),3.0,0,neg_nonalpha_abrev,,,,,
dominating,3.0,0,neg_word,,,,,
fwy,3.0,0,neg_word,,,,,
hampers,3.0,0,neg_word,,,,,
instants,3.0,0,neg_word,,,,,
3-mi,3.0,0,neg_word,,,,,
170kt,3.0,0,neg_nonalpha_abrev,,,,,
schooling,3.0,0,neg_word,,,,,
blakely,3.0,1,neg_nonword,,,,,
rowan,3.0,1,neg_nonword,,,,,
unambiguously,3.0,0,neg_word,,,,,
mis-heard,3.0,0,neg_word,,,,,
gfc700,3.0,0,neg_nonalpha_abrev,,,,,
a-6,3.0,0,neg_word,,,,,
5-72,3.0,0,neg_word,,,,,
-2200,3.0,0,neg_word,,,,,
bayview,3.0,1,neg_nonword,,,,,
tactful,3.0,0,neg_word,,,,,
1-time,3.0,0,neg_word,,,,,
robuc1,3.0,0,neg_nonalpha_abrev,,,,,
1g1,3.0,0,neg_nonalpha_abrev,,,,,
coxeb,3.0,1,neg_nonword,,,,,
scab,3.0,0,neg_word,,,,,
4227,3.0,0,neg_word,,,,,
ummmmm,3.0,1,neg_nonword,,,,,
relentless,3.0,0,neg_word,,,,,
decrab,3.0,1,neg_nonword,,,,,
hylnd,3.0,1,neg_nonword,,,,,
stitches,3.0,0,neg_word,,,,,
stand-alone,3.0,0,neg_word,,,,,
oceano,3.0,1,neg_nonword,,,,,
4h,3.0,0,neg_nonalpha_abrev,,,,,
155-160,3.0,0,neg_word,,,,,
v141,3.0,0,neg_nonalpha_abrev,,,,,
xc10z,3.0,0,neg_nonalpha_abrev,,,,,
stubbornness,3.0,0,neg_word,,,,,
i-90,3.0,0,neg_word,,,,,
lynx,3.0,0,neg_word,,,,,
real-life,3.0,0,neg_word,,,,,
9-9:30,3.0,0,neg_nonalpha_abrev,,,,,
clearence,3.0,1,neg_nonword,,,,,
n96,3.0,0,neg_nonalpha_abrev,,,,,
one-one-thousand,3.0,0,neg_word,,,,,
scientific,3.0,0,neg_word,,,,,
7/wed/88,3.0,0,neg_nonalpha_abrev,,,,,
w-18,3.0,0,neg_word,,,,,
aug/mon/96,3.0,0,neg_nonalpha_abrev,,,,,
easier!,3.0,0,neg_nonalpha_abrev,,,,,
thusly,3.0,0,neg_word,,,,,
a330-300,3.0,0,neg_nonalpha_abrev,,,,,
turning?',3.0,0,neg_nonalpha_abrev,,,,,
shoshone,3.0,1,neg_nonword,,,,,
nosing,3.0,0,neg_word,,,,,
inxtn,3.0,1,neg_nonword,,,,,
