,airport_code,year,month,ntsb_incidents,ntsb_accidents,faa_incidents,faa_ntsb_overlap,NTSB_FAA_incidents_total,NTSB_FAA_incidents_total_nodups,ATADS_Tracon_Tower,Airport Operations,Class,DDSO Service Area,Date,Facility,IFR Itinerant	Air Carrier,IFR Itinerant	Air Taxi,IFR Itinerant	General Aviation,IFR Itinerant	Military,IFR Itinerant	Total,IFR Overflight	Air Carrier,IFR Overflight	Air Taxi,IFR Overflight	General Aviation,IFR Overflight	Military,IFR Overflight	Total,Local	Civil,Local	Military,Local	Total,Region,State,Total Operations,Tower Operations,VFR Itinerant	Air Carrier,VFR Itinerant	Air Taxi,VFR Itinerant	General Aviation,VFR Itinerant	Military,VFR Itinerant	Total,VFR Overflight	Air Carrier,VFR Overflight	Air Taxi,VFR Overflight	General Aviation,VFR Overflight	Military,VFR Overflight	Total
1372,DFW,1994,6,0.0,0.0,1.0,0,1.0,1.0,Tower,68937.0,Combined TRACON & Tower with Radar,CE,06/1994,DFW ,50329.0,17034.0,697.0,23.0,68083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,68937.0,407.0,312.0,117.0,18.0,854.0,0.0,0.0,0.0,0.0,0.0
1373,DFW,1994,8,0.0,0.0,4.0,0,4.0,4.0,Tower,73015.0,Combined TRACON & Tower with Radar,CE,08/1994,DFW ,53551.0,17572.0,835.0,22.0,71980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,73015.0,484.0,399.0,139.0,13.0,1035.0,0.0,0.0,0.0,0.0,0.0
1374,DFW,1994,9,0.0,0.0,1.0,0,1.0,1.0,Tower,71668.0,Combined TRACON & Tower with Radar,CE,09/1994,DFW ,51774.0,17707.0,1140.0,76.0,70697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,71668.0,459.0,310.0,187.0,15.0,971.0,0.0,0.0,0.0,0.0,0.0
1375,DFW,1994,10,1.0,0.0,1.0,1,2.0,1.0,Tower,73324.0,Combined TRACON & Tower with Radar,CE,10/1994,DFW ,53273.0,17749.0,847.0,68.0,71937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,73324.0,452.0,394.0,495.0,46.0,1387.0,0.0,0.0,0.0,0.0,0.0
1376,DFW,1994,12,1.0,0.0,2.0,1,3.0,2.0,Tower,73109.0,Combined TRACON & Tower with Radar,CE,12/1994,DFW ,52873.0,17735.0,895.0,60.0,71563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,73109.0,536.0,494.0,470.0,46.0,1546.0,0.0,0.0,0.0,0.0,0.0
1377,DFW,1995,1,1.0,0.0,0.0,0,1.0,1.0,Tower,72667.0,Combined TRACON & Tower with Radar,CE,01/1995,DFW ,52611.0,17863.0,796.0,55.0,71325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,72667.0,464.0,396.0,434.0,48.0,1342.0,0.0,0.0,0.0,0.0,0.0
1378,DFW,1995,2,2.0,0.0,0.0,0,2.0,2.0,Tower,66368.0,Combined TRACON & Tower with Radar,CE,02/1995,DFW ,48519.0,15878.0,709.0,62.0,65168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,66368.0,364.0,334.0,453.0,49.0,1200.0,0.0,0.0,0.0,0.0,0.0
1379,DFW,1995,3,0.0,0.0,2.0,0,2.0,2.0,Tower,72811.0,Combined TRACON & Tower with Radar,CE,03/1995,DFW ,53740.0,16717.0,724.0,67.0,71248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,72811.0,587.0,488.0,425.0,63.0,1563.0,0.0,0.0,0.0,0.0,0.0
1380,DFW,1995,4,1.0,0.0,2.0,1,3.0,2.0,Tower,70492.0,Combined TRACON & Tower with Radar,CE,04/1995,DFW ,49888.0,15442.0,514.0,1.0,65845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,70492.0,2024.0,1841.0,671.0,111.0,4647.0,0.0,0.0,0.0,0.0,0.0
1381,DFW,1995,5,0.0,0.0,1.0,0,1.0,1.0,Tower,70810.0,Combined TRACON & Tower with Radar,CE,05/1995,DFW ,49232.0,17880.0,723.0,66.0,67901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,70810.0,1168.0,1149.0,513.0,79.0,2909.0,0.0,0.0,0.0,0.0,0.0
1382,DFW,1995,8,0.0,0.0,2.0,0,2.0,2.0,Tower,78721.0,Combined TRACON & Tower with Radar,CE,08/1995,DFW ,55598.0,20773.0,796.0,70.0,77237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,78721.0,385.0,365.0,664.0,70.0,1484.0,0.0,0.0,0.0,0.0,0.0
1383,DFW,1995,9,0.0,0.0,2.0,0,2.0,2.0,Tower,74626.0,Combined TRACON & Tower with Radar,CE,09/1995,DFW ,53160.0,19338.0,747.0,66.0,73311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,74626.0,347.0,332.0,579.0,57.0,1315.0,0.0,0.0,0.0,0.0,0.0
1384,DFW,1995,10,0.0,0.0,1.0,0,1.0,1.0,Tower,77644.0,Combined TRACON & Tower with Radar,CE,10/1995,DFW ,53610.0,20645.0,880.0,74.0,75209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,77644.0,845.0,860.0,684.0,46.0,2435.0,0.0,0.0,0.0,0.0,0.0
1385,DFW,1995,11,0.0,0.0,1.0,0,1.0,1.0,Tower,73288.0,Combined TRACON & Tower with Radar,CE,11/1995,DFW ,52286.0,18824.0,843.0,53.0,72006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,73288.0,320.0,313.0,595.0,54.0,1282.0,0.0,0.0,0.0,0.0,0.0
1386,DFW,1995,12,0.0,0.0,1.0,0,1.0,1.0,Tower,72364.0,Combined TRACON & Tower with Radar,CE,12/1995,DFW ,52358.0,17792.0,812.0,68.0,71030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,72364.0,427.0,318.0,538.0,51.0,1334.0,0.0,0.0,0.0,0.0,0.0
1387,DFW,1996,1,0.0,0.0,1.0,0,1.0,1.0,Tower,70426.0,Combined TRACON & Tower with Radar,CE,01/1996,DFW ,51081.0,17265.0,742.0,62.0,69150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,70426.0,410.0,392.0,429.0,45.0,1276.0,0.0,0.0,0.0,0.0,0.0
1388,DFW,1996,3,0.0,0.0,1.0,0,1.0,1.0,Tower,72812.0,Combined TRACON & Tower with Radar,CE,03/1996,DFW ,52505.0,18293.0,835.0,58.0,71691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,72812.0,310.0,252.0,506.0,53.0,1121.0,0.0,0.0,0.0,0.0,0.0
1389,DFW,1996,4,0.0,0.0,1.0,0,1.0,1.0,Tower,69748.0,Combined TRACON & Tower with Radar,CE,04/1996,DFW ,49755.0,17834.0,831.0,48.0,68468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,69748.0,367.0,290.0,563.0,60.0,1280.0,0.0,0.0,0.0,0.0,0.0
1390,DFW,1996,5,0.0,0.0,1.0,0,1.0,1.0,Tower,71476.0,Combined TRACON & Tower with Radar,CE,05/1996,DFW ,50833.0,18690.0,776.0,44.0,70343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,71476.0,342.0,273.0,477.0,41.0,1133.0,0.0,0.0,0.0,0.0,0.0
1391,DFW,1996,6,0.0,0.0,1.0,0,1.0,1.0,Tower,73770.0,Combined TRACON & Tower with Radar,CE,06/1996,DFW ,48707.0,18225.0,848.0,47.0,67827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,73770.0,1523.0,622.0,3760.0,38.0,5943.0,0.0,0.0,0.0,0.0,0.0
1392,DFW,1996,7,0.0,1.0,0.0,0,1.0,1.0,Tower,74686.0,Combined TRACON & Tower with Radar,CE,07/1996,DFW ,50062.0,18858.0,843.0,56.0,69819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,74686.0,1259.0,583.0,2997.0,28.0,4867.0,0.0,0.0,0.0,0.0,0.0
1393,DFW,1996,11,1.0,0.0,0.0,0,1.0,1.0,Tower,72953.0,Combined TRACON & Tower with Radar,CE,11/1996,DFW ,50617.0,17374.0,887.0,48.0,68926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,72953.0,385.0,308.0,3305.0,29.0,4027.0,0.0,0.0,0.0,0.0,0.0
1394,DFW,1996,12,0.0,0.0,1.0,0,1.0,1.0,Tower,77968.0,Combined TRACON & Tower with Radar,CE,12/1996,DFW ,52837.0,17848.0,927.0,36.0,71648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,77968.0,580.0,403.0,5312.0,25.0,6320.0,0.0,0.0,0.0,0.0,0.0
1395,DFW,1997,1,0.0,0.0,1.0,0,1.0,1.0,Tower,77861.0,Combined TRACON & Tower with Radar,CE,01/1997,DFW ,51043.0,16690.0,802.0,18.0,68553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,77861.0,400.0,308.0,8582.0,18.0,9308.0,0.0,0.0,0.0,0.0,0.0
1396,DFW,1997,2,0.0,0.0,2.0,0,2.0,2.0,Tower,69968.0,Combined TRACON & Tower with Radar,CE,02/1997,DFW ,46923.0,15719.0,768.0,20.0,63430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,69968.0,304.0,275.0,5942.0,17.0,6538.0,0.0,0.0,0.0,0.0,0.0
1397,DFW,1997,3,2.0,0.0,3.0,2,5.0,3.0,Tower,81358.0,Combined TRACON & Tower with Radar,CE,03/1997,DFW ,53404.0,17942.0,826.0,33.0,72205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,81358.0,326.0,240.0,8565.0,22.0,9153.0,0.0,0.0,0.0,0.0,0.0
1398,DFW,1997,6,1.0,0.0,2.0,1,3.0,2.0,Tower,79549.0,Combined TRACON & Tower with Radar,CE,06/1997,DFW ,50511.0,18787.0,867.0,29.0,70194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,79549.0,334.0,276.0,8717.0,28.0,9355.0,0.0,0.0,0.0,0.0,0.0
1399,DFW,1997,11,0.0,0.0,1.0,0,1.0,1.0,Tower,78170.0,Combined TRACON & Tower with Radar,CE,11/1997,DFW ,45086.0,22131.0,945.0,32.0,68194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,78170.0,711.0,669.0,8564.0,32.0,9976.0,0.0,0.0,0.0,0.0,0.0
1400,DFW,1997,12,0.0,2.0,0.0,0,2.0,2.0,Tower,76742.0,Combined TRACON & Tower with Radar,CE,12/1997,DFW ,51591.0,19254.0,876.0,28.0,71749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,76742.0,342.0,246.0,4384.0,21.0,4993.0,0.0,0.0,0.0,0.0,0.0
1401,DFW,1998,1,0.0,0.0,1.0,0,1.0,1.0,Tower,79906.0,Combined TRACON & Tower with Radar,CE,01/1998,DFW ,50842.0,18721.0,843.0,24.0,70430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,79906.0,353.0,271.0,8831.0,21.0,9476.0,0.0,0.0,0.0,0.0,0.0
1402,DFW,1998,2,0.0,0.0,1.0,0,1.0,1.0,Tower,74574.0,Combined TRACON & Tower with Radar,CE,02/1998,DFW ,46137.0,17209.0,791.0,35.0,64172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,74574.0,247.0,197.0,9935.0,23.0,10402.0,0.0,0.0,0.0,0.0,0.0
1403,DFW,1998,4,0.0,0.0,2.0,0,2.0,2.0,Tower,79953.0,Combined TRACON & Tower with Radar,CE,04/1998,DFW ,49604.0,18886.0,929.0,38.0,69457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,79953.0,258.0,227.0,9972.0,39.0,10496.0,0.0,0.0,0.0,0.0,0.0
1404,DFW,1998,5,0.0,0.0,1.0,0,1.0,1.0,Tower,79473.0,Combined TRACON & Tower with Radar,CE,05/1998,DFW ,50853.0,19403.0,876.0,33.0,71165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,79473.0,349.0,259.0,7672.0,28.0,8308.0,0.0,0.0,0.0,0.0,0.0
1405,DFW,1998,8,0.0,0.0,1.0,0,1.0,1.0,Tower,79623.0,Combined TRACON & Tower with Radar,CE,08/1998,DFW ,51082.0,19775.0,829.0,12.0,71698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,79623.0,291.0,246.0,7368.0,20.0,7925.0,0.0,0.0,0.0,0.0,0.0
1406,DFW,1998,12,0.0,1.0,2.0,0,3.0,3.0,Tower,75146.0,Combined TRACON & Tower with Radar,CE,12/1998,DFW ,49486.0,17945.0,891.0,3.0,68325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,75146.0,470.0,425.0,5909.0,17.0,6821.0,0.0,0.0,0.0,0.0,0.0
1407,DFW,1999,1,0.0,0.0,3.0,0,3.0,3.0,Tower,76339.0,Combined TRACON & Tower with Radar,CE,01/1999,DFW ,49199.0,18147.0,775.0,11.0,68132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,76339.0,403.0,348.0,7427.0,29.0,8207.0,0.0,0.0,0.0,0.0,0.0
1408,DFW,1999,5,0.0,0.0,1.0,0,1.0,1.0,Tower,71412.0,Combined TRACON & Tower with Radar,CE,05/1999,DFW ,49994.0,17294.0,1033.0,18.0,68339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,71412.0,341.0,266.0,2440.0,26.0,3073.0,0.0,0.0,0.0,0.0,0.0
1409,DFW,1999,7,0.0,0.0,1.0,0,1.0,1.0,Tower,74345.0,Combined TRACON & Tower with Radar,CE,07/1999,DFW ,51885.0,17943.0,1250.0,17.0,71095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,74345.0,258.0,195.0,2776.0,21.0,3250.0,0.0,0.0,0.0,0.0,0.0
1410,DFW,1999,8,0.0,0.0,1.0,0,1.0,1.0,Tower,74849.0,Combined TRACON & Tower with Radar,CE,08/1999,DFW ,52220.0,17790.0,1363.0,10.0,71383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,74849.0,265.0,261.0,2902.0,38.0,3466.0,0.0,0.0,0.0,0.0,0.0
1411,DFW,1999,12,0.0,0.0,2.0,0,2.0,2.0,Tower,74405.0,Combined TRACON & Tower with Radar,CE,12/1999,DFW ,50953.0,18465.0,1374.0,8.0,70800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,74405.0,450.0,335.0,2791.0,29.0,3605.0,0.0,0.0,0.0,0.0,0.0
1412,DFW,2000,1,0.0,0.0,1.0,0,1.0,1.0,Tower,70900.0,Combined TRACON & Tower with Radar,CE,01/2000,DFW ,49321.0,17548.0,1065.0,2.0,67936.0,0.0,0.0,0.0,0.0,0.0,2055.0,19.0,2074.0,ASW,TX,,70900.0,435.0,288.0,158.0,9.0,890.0,0.0,0.0,0.0,0.0,0.0
1413,DFW,2000,7,0.0,0.0,2.0,0,2.0,2.0,Tower,74932.0,Combined TRACON & Tower with Radar,CE,07/2000,DFW ,51415.0,18563.0,1431.0,6.0,71415.0,0.0,0.0,0.0,0.0,0.0,2758.0,13.0,2771.0,ASW,TX,,74932.0,312.0,290.0,133.0,11.0,746.0,0.0,0.0,0.0,0.0,0.0
1414,DFW,2000,8,0.0,0.0,1.0,0,1.0,1.0,Tower,76800.0,Combined TRACON & Tower with Radar,CE,08/2000,DFW ,52267.0,19227.0,1595.0,6.0,73095.0,0.0,0.0,0.0,0.0,0.0,3013.0,13.0,3026.0,ASW,TX,,76800.0,281.0,266.0,119.0,13.0,679.0,0.0,0.0,0.0,0.0,0.0
1415,DFW,2001,4,0.0,0.0,1.0,0,1.0,1.0,Tower,70683.0,Combined TRACON & Tower with Radar,CE,04/2001,DFW ,48501.0,17666.0,866.0,11.0,67044.0,0.0,0.0,0.0,0.0,0.0,2782.0,31.0,2813.0,ASW,TX,,70683.0,362.0,246.0,200.0,18.0,826.0,0.0,0.0,0.0,0.0,0.0
1416,DFW,2001,5,0.0,1.0,0.0,0,1.0,1.0,Tower,72922.0,Combined TRACON & Tower with Radar,CE,05/2001,DFW ,50558.0,17733.0,1025.0,3.0,69319.0,0.0,0.0,0.0,0.0,0.0,2823.0,27.0,2850.0,ASW,TX,,72922.0,318.0,245.0,179.0,11.0,753.0,0.0,0.0,0.0,0.0,0.0
1417,DFW,2001,6,0.0,0.0,2.0,0,2.0,2.0,Tower,70743.0,Combined TRACON & Tower with Radar,CE,06/2001,DFW ,49395.0,17240.0,1077.0,10.0,67722.0,0.0,0.0,0.0,0.0,0.0,2172.0,20.0,2192.0,ASW,TX,,70743.0,393.0,252.0,176.0,8.0,829.0,0.0,0.0,0.0,0.0,0.0
1418,DFW,2001,7,0.0,0.0,1.0,0,1.0,1.0,Tower,73332.0,Combined TRACON & Tower with Radar,CE,07/2001,DFW ,51030.0,17802.0,1361.0,18.0,70211.0,0.0,0.0,0.0,0.0,0.0,2267.0,38.0,2305.0,ASW,TX,,73332.0,369.0,258.0,162.0,27.0,816.0,0.0,0.0,0.0,0.0,0.0
1419,DFW,2001,8,2.0,0.0,1.0,1,3.0,2.0,Tower,72997.0,Combined TRACON & Tower with Radar,CE,08/2001,DFW ,51306.0,17597.0,1177.0,3.0,70083.0,0.0,0.0,0.0,0.0,0.0,2107.0,25.0,2132.0,ASW,TX,,72997.0,338.0,235.0,200.0,9.0,782.0,0.0,0.0,0.0,0.0,0.0
1420,DFW,2001,9,0.0,0.0,2.0,0,2.0,2.0,Tower,52331.0,Combined TRACON & Tower with Radar,CE,09/2001,DFW ,36073.0,13797.0,403.0,4.0,50277.0,0.0,0.0,0.0,0.0,0.0,661.0,33.0,694.0,ASW,TX,,52331.0,614.0,634.0,105.0,7.0,1360.0,0.0,0.0,0.0,0.0,0.0
1421,DFW,2001,10,0.0,1.0,0.0,0,1.0,1.0,Tower,60350.0,Combined TRACON & Tower with Radar,CE,10/2001,DFW ,41651.0,16669.0,687.0,11.0,59018.0,0.0,0.0,0.0,0.0,0.0,583.0,11.0,594.0,ASW,TX,,60350.0,303.0,239.0,184.0,12.0,738.0,0.0,0.0,0.0,0.0,0.0
1422,DFW,2001,11,0.0,0.0,1.0,0,1.0,1.0,Tower,58214.0,Combined TRACON & Tower with Radar,CE,11/2001,DFW ,38776.0,17556.0,731.0,6.0,57069.0,0.0,0.0,0.0,0.0,0.0,604.0,15.0,619.0,ASW,TX,,58214.0,220.0,170.0,127.0,9.0,526.0,0.0,0.0,0.0,0.0,0.0
1423,DFW,2001,12,0.0,0.0,1.0,0,1.0,1.0,Tower,60960.0,Combined TRACON & Tower with Radar,CE,12/2001,DFW ,39489.0,19081.0,782.0,2.0,59354.0,0.0,0.0,0.0,0.0,0.0,1001.0,16.0,1017.0,ASW,TX,,60960.0,237.0,213.0,126.0,13.0,589.0,0.0,0.0,0.0,0.0,0.0
1424,DFW,2002,1,0.0,0.0,2.0,0,2.0,2.0,Tower,63028.0,Combined TRACON & Tower with Radar,CE,01/2002,DFW ,39424.0,20988.0,799.0,11.0,61222.0,0.0,0.0,0.0,0.0,0.0,1247.0,29.0,1276.0,ASW,TX,,63028.0,195.0,143.0,177.0,15.0,530.0,0.0,0.0,0.0,0.0,0.0
1425,DFW,2002,2,0.0,0.0,1.0,0,1.0,1.0,Tower,57100.0,Combined TRACON & Tower with Radar,CE,02/2002,DFW ,35503.0,19118.0,937.0,8.0,55566.0,0.0,0.0,0.0,0.0,0.0,1065.0,28.0,1093.0,ASW,TX,,57100.0,186.0,123.0,124.0,8.0,441.0,0.0,0.0,0.0,0.0,0.0
1426,DFW,2002,3,0.0,1.0,0.0,0,1.0,1.0,Tower,64896.0,Combined TRACON & Tower with Radar,CE,03/2002,DFW ,41269.0,21124.0,816.0,8.0,63217.0,0.0,0.0,0.0,0.0,0.0,1068.0,20.0,1088.0,ASW,TX,,64896.0,253.0,152.0,175.0,11.0,591.0,0.0,0.0,0.0,0.0,0.0
1427,DFW,2002,8,0.0,0.0,1.0,0,1.0,1.0,Tower,68434.0,Combined TRACON & Tower with Radar,CE,08/2002,DFW ,43827.0,21785.0,1186.0,5.0,66803.0,0.0,0.0,0.0,0.0,0.0,1028.0,24.0,1052.0,ASW,TX,,68434.0,254.0,219.0,100.0,6.0,579.0,0.0,0.0,0.0,0.0,0.0
1428,DFW,2002,10,0.0,0.0,1.0,0,1.0,1.0,Tower,67472.0,Combined TRACON & Tower with Radar,CE,10/2002,DFW ,42424.0,23070.0,639.0,6.0,66139.0,0.0,0.0,0.0,0.0,0.0,768.0,12.0,780.0,ASW,TX,,67472.0,193.0,158.0,190.0,12.0,553.0,0.0,0.0,0.0,0.0,0.0
1429,DFW,2002,11,0.0,0.0,1.0,0,1.0,1.0,Tower,62595.0,Combined TRACON & Tower with Radar,CE,11/2002,DFW ,38875.0,21742.0,536.0,3.0,61156.0,0.0,0.0,0.0,0.0,0.0,893.0,29.0,922.0,ASW,TX,,62595.0,212.0,150.0,146.0,9.0,517.0,0.0,0.0,0.0,0.0,0.0
1430,DFW,2002,12,0.0,0.0,1.0,0,1.0,1.0,Tower,64472.0,Combined TRACON & Tower with Radar,CE,12/2002,DFW ,41027.0,21752.0,377.0,1.0,63157.0,0.0,0.0,0.0,0.0,0.0,689.0,26.0,715.0,ASW,TX,,64472.0,274.0,233.0,89.0,4.0,600.0,0.0,0.0,0.0,0.0,0.0
1431,DFW,2003,2,0.0,0.0,1.0,0,1.0,1.0,Tower,56305.0,Combined TRACON & Tower with Radar,CE,02/2003,DFW ,35633.0,19044.0,401.0,0.0,55078.0,0.0,0.0,0.0,0.0,0.0,716.0,18.0,734.0,ASW,TX,,56305.0,209.0,220.0,61.0,3.0,493.0,0.0,0.0,0.0,0.0,0.0
1432,DFW,2003,4,0.0,1.0,0.0,0,1.0,1.0,Tower,63276.0,Combined TRACON & Tower with Radar,CE,04/2003,DFW ,38932.0,22633.0,600.0,14.0,62179.0,0.0,0.0,0.0,0.0,0.0,1066.0,22.0,1088.0,ASW,TX,,63276.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
1433,DFW,2003,5,0.0,0.0,1.0,0,1.0,1.0,Tower,65271.0,Combined TRACON & Tower with Radar,CE,05/2003,DFW ,39893.0,23697.0,574.0,13.0,64177.0,0.0,0.0,0.0,0.0,0.0,1030.0,21.0,1051.0,ASW,TX,,65271.0,7.0,2.0,0.0,34.0,43.0,0.0,0.0,0.0,0.0,0.0
1434,DFW,2003,6,0.0,1.0,1.0,1,2.0,1.0,Tower,64318.0,Combined TRACON & Tower with Radar,CE,06/2003,DFW ,39835.0,23014.0,502.0,11.0,63362.0,0.0,0.0,0.0,0.0,0.0,928.0,22.0,950.0,ASW,TX,,64318.0,5.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
1435,DFW,2003,9,0.0,0.0,2.0,0,2.0,2.0,Tower,62564.0,Combined TRACON & Tower with Radar,CE,09/2003,DFW ,38616.0,22442.0,508.0,6.0,61572.0,0.0,0.0,0.0,0.0,0.0,966.0,16.0,982.0,ASW,TX,,62564.0,9.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
1436,DFW,2003,11,0.0,0.0,1.0,0,1.0,1.0,Tower,64673.0,Combined TRACON & Tower with Radar,CE,11/2003,DFW ,38847.0,20904.0,391.0,0.0,60142.0,0.0,0.0,0.0,0.0,0.0,917.0,21.0,938.0,ASW,TX,,64673.0,3158.0,302.0,128.0,5.0,3593.0,0.0,0.0,0.0,0.0,0.0
1437,DFW,2004,1,0.0,0.0,1.0,0,1.0,1.0,Tower,68425.0,Combined TRACON & Tower with Radar,CE,01/2004,DFW ,44109.0,22714.0,491.0,5.0,67319.0,0.0,0.0,0.0,0.0,0.0,1054.0,10.0,1064.0,ASW,TX,,68425.0,11.0,0.0,0.0,31.0,42.0,0.0,0.0,0.0,0.0,0.0
1438,DFW,2004,4,0.0,0.0,1.0,0,1.0,1.0,Tower,67961.0,Combined TRACON & Tower with Radar,CE,04/2004,DFW ,42943.0,23059.0,578.0,7.0,66587.0,0.0,0.0,0.0,0.0,0.0,1338.0,22.0,1360.0,ASW,TX,,67961.0,10.0,2.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0
1439,DFW,2004,6,1.0,0.0,1.0,1,2.0,1.0,Tower,68511.0,Combined TRACON & Tower with Radar,CE,06/2004,DFW ,43551.0,22765.0,463.0,4.0,66783.0,0.0,0.0,0.0,0.0,0.0,1171.0,21.0,1192.0,ASW,TX,,68511.0,244.0,220.0,68.0,4.0,536.0,0.0,0.0,0.0,0.0,0.0
1440,DFW,2004,10,0.0,1.0,0.0,0,1.0,1.0,Tower,68666.0,Towers with Radar,CE,10/2004,DFW ,42479.0,24636.0,585.0,12.0,67712.0,0.0,0.0,0.0,0.0,0.0,939.0,15.0,954.0,ASW,TX,,69491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,0.0,825.0
1441,DFW,2006,3,0.0,0.0,1.0,0,1.0,1.0,Tower,58924.0,Towers with Radar,CE,03/2006,DFW ,40166.0,17834.0,641.0,4.0,58645.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,ASW,TX,,59441.0,0.0,10.0,242.0,18.0,270.0,0.0,0.0,517.0,0.0,517.0
1442,DFW,2006,4,0.0,1.0,0.0,0,1.0,1.0,Tower,57961.0,Towers with Radar,CE,04/2006,DFW ,39446.0,17559.0,614.0,5.0,57624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,58842.0,0.0,0.0,317.0,20.0,337.0,0.0,14.0,867.0,0.0,881.0
1443,DFW,2006,11,0.0,0.0,1.0,0,1.0,1.0,Tower,56096.0,Towers with Radar,CE,11/2006,DFW ,38780.0,16606.0,460.0,13.0,55859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASW,TX,,56865.0,0.0,0.0,221.0,16.0,237.0,0.0,0.0,769.0,0.0,769.0
1444,DFW,2008,5,0.0,1.0,1.0,1,2.0,1.0,Tower,56928.0,Towers with Radar,CE,05/2008,DFW ,41325.0,14950.0,325.0,35.0,56635.0,32.0,29.0,14.0,1.0,76.0,0.0,0.0,0.0,ASW,TX,,57524.0,20.0,90.0,146.0,37.0,293.0,0.0,124.0,347.0,49.0,520.0
1445,DFW,2009,12,1.0,1.0,0.0,0,2.0,2.0,Tower,53925.0,Towers with Radar,CE,12/2009,DFW ,39449.0,13940.0,304.0,54.0,53747.0,83.0,35.0,37.0,0.0,155.0,0.0,0.0,0.0,ASW,TX,,54352.0,21.0,65.0,74.0,18.0,178.0,0.0,74.0,186.0,12.0,272.0
1446,DFW,2010,4,0.0,0.0,1.0,0,1.0,1.0,Tower,54221.0,Towers with Radar,CE,04/2010,DFW ,38805.0,14874.0,314.0,42.0,54035.0,108.0,43.0,57.0,4.0,212.0,0.0,0.0,0.0,ASW,TX,,54911.0,20.0,40.0,126.0,0.0,186.0,0.0,143.0,322.0,13.0,478.0
